Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,
-2.898e-05,5,-1.1024
-2.897e-05,4.84,-1.1024
-2.896e-05,4.68,-1.1024
-2.895e-05,4.76,-1.1032
-2.894e-05,4.84,-1.1024
-2.893e-05,4.84,-1.1016
-2.892e-05,4.76,-1.1024
-2.891e-05,4.68,-1.104
-2.890e-05,4.76,-1.104
-2.889e-05,4.92,-1.1016
-2.888e-05,4.76,-1.1024
-2.887e-05,4.68,-1.1032
-2.886e-05,4.68,-1.1032
-2.885e-05,4.76,-1.1016
-2.884e-05,4.76,-1.1024
-2.883e-05,4.76,-1.1032
-2.882e-05,4.76,-1.1024
-2.881e-05,4.76,-1.1032
-2.880e-05,4.92,-1.1016
-2.879e-05,4.76,-1.1024
-2.878e-05,4.68,-1.1032
-2.877e-05,4.76,-1.1032
-2.876e-05,4.76,-1.1024
-2.875e-05,4.76,-1.1032
-2.874e-05,4.76,-1.1032
-2.873e-05,4.84,-1.1032
-2.872e-05,4.76,-1.1032
-2.871e-05,4.76,-1.1032
-2.870e-05,4.76,-1.1032
-2.869e-05,4.76,-1.1032
-2.868e-05,4.76,-1.1032
-2.867e-05,4.68,-1.1024
-2.866e-05,4.68,-1.1024
-2.865e-05,4.76,-1.1032
-2.864e-05,4.84,-1.104
-2.863e-05,4.84,-1.1032
-2.862e-05,4.76,-1.1032
-2.861e-05,4.68,-1.1032
-2.860e-05,4.76,-1.1032
-2.859e-05,4.76,-1.104
-2.858e-05,4.76,-1.1032
-2.857e-05,4.68,-1.104
-2.856e-05,4.92,-1.1032
-2.855e-05,4.76,-1.104
-2.854e-05,4.76,-1.1032
-2.853e-05,4.68,-1.1032
-2.852e-05,4.76,-1.104
-2.851e-05,4.76,-1.104
-2.850e-05,4.76,-1.104
-2.849e-05,4.76,-1.104
-2.848e-05,4.68,-1.104
-2.847e-05,4.76,-1.104
-2.846e-05,4.84,-1.104
-2.845e-05,4.76,-1.104
-2.844e-05,4.76,-1.104
-2.843e-05,4.76,-1.1048
-2.842e-05,4.76,-1.104
-2.841e-05,4.76,-1.1048
-2.840e-05,4.76,-1.1032
-2.839e-05,4.68,-1.1048
-2.838e-05,4.84,-1.104
-2.837e-05,4.76,-1.104
-2.836e-05,4.76,-1.1048
-2.835e-05,4.76,-1.1048
-2.834e-05,4.76,-1.1056
-2.833e-05,4.84,-1.1048
-2.832e-05,4.76,-1.1048
-2.831e-05,4.76,-1.1048
-2.830e-05,4.76,-1.1056
-2.829e-05,4.68,-1.1048
-2.828e-05,4.68,-1.1048
-2.827e-05,4.68,-1.1048
-2.826e-05,4.84,-1.1056
-2.825e-05,4.76,-1.1048
-2.824e-05,4.76,-1.1048
-2.823e-05,4.76,-1.1056
-2.822e-05,4.76,-1.1048
-2.821e-05,4.68,-1.1056
-2.820e-05,4.84,-1.1048
-2.819e-05,4.68,-1.1056
-2.818e-05,4.76,-1.1048
-2.817e-05,4.76,-1.1056
-2.816e-05,4.76,-1.1056
-2.815e-05,4.76,-1.1056
-2.814e-05,4.68,-1.1056
-2.813e-05,4.76,-1.1064
-2.812e-05,4.76,-1.1064
-2.811e-05,4.68,-1.1064
-2.810e-05,4.76,-1.1064
-2.809e-05,4.76,-1.1056
-2.808e-05,4.68,-1.1064
-2.807e-05,4.68,-1.1072
-2.806e-05,4.68,-1.1056
-2.805e-05,4.76,-1.1064
-2.804e-05,4.84,-1.1056
-2.803e-05,4.68,-1.1072
-2.802e-05,4.68,-1.1064
-2.801e-05,4.76,-1.1072
-2.800e-05,4.76,-1.1064
-2.799e-05,4.68,-1.1072
-2.798e-05,4.76,-1.1056
-2.797e-05,4.68,-1.1064
-2.796e-05,4.76,-1.1072
-2.795e-05,4.76,-1.1064
-2.794e-05,4.76,-1.1064
-2.793e-05,4.76,-1.1064
-2.792e-05,4.68,-1.1064
-2.791e-05,4.76,-1.108
-2.790e-05,4.68,-1.1072
-2.789e-05,4.76,-1.1072
-2.788e-05,4.76,-1.108
-2.787e-05,4.68,-1.1072
-2.786e-05,4.84,-1.1072
-2.785e-05,4.76,-1.1064
-2.784e-05,4.76,-1.1072
-2.783e-05,4.68,-1.1072
-2.782e-05,4.68,-1.1072
-2.781e-05,4.68,-1.1072
-2.780e-05,4.76,-1.1064
-2.779e-05,4.68,-1.1072
-2.778e-05,4.76,-1.1072
-2.777e-05,4.76,-1.1072
-2.776e-05,4.76,-1.1064
-2.775e-05,4.76,-1.1072
-2.774e-05,4.68,-1.108
-2.773e-05,4.76,-1.108
-2.772e-05,4.68,-1.1088
-2.771e-05,4.76,-1.1088
-2.770e-05,4.76,-1.108
-2.769e-05,4.76,-1.1088
-2.768e-05,4.76,-1.108
-2.767e-05,4.76,-1.108
-2.766e-05,4.76,-1.108
-2.765e-05,4.68,-1.108
-2.764e-05,4.76,-1.108
-2.763e-05,4.76,-1.1088
-2.762e-05,4.76,-1.1088
-2.761e-05,4.68,-1.1088
-2.760e-05,4.76,-1.1096
-2.759e-05,4.68,-1.1096
-2.758e-05,4.76,-1.1088
-2.757e-05,4.76,-1.108
-2.756e-05,4.68,-1.108
-2.755e-05,4.76,-1.108
-2.754e-05,4.76,-1.108
-2.753e-05,4.76,-1.1096
-2.752e-05,4.76,-1.1088
-2.751e-05,4.76,-1.1096
-2.750e-05,4.76,-1.1088
-2.749e-05,4.68,-1.1088
-2.748e-05,4.76,-1.1088
-2.747e-05,4.68,-1.1104
-2.746e-05,4.76,-1.1088
-2.745e-05,4.76,-1.1096
-2.744e-05,4.68,-1.1104
-2.743e-05,4.76,-1.1096
-2.742e-05,4.68,-1.1104
-2.741e-05,4.76,-1.1096
-2.740e-05,4.76,-1.1096
-2.739e-05,4.76,-1.1096
-2.738e-05,4.76,-1.1104
-2.737e-05,4.68,-1.1096
-2.736e-05,4.76,-1.1096
-2.735e-05,4.68,-1.1088
-2.734e-05,4.76,-1.1096
-2.733e-05,4.68,-1.1096
-2.732e-05,4.76,-1.1104
-2.731e-05,4.68,-1.1104
-2.730e-05,4.76,-1.1096
-2.729e-05,4.76,-1.1112
-2.728e-05,4.76,-1.1112
-2.727e-05,4.76,-1.1104
-2.726e-05,4.68,-1.1096
-2.725e-05,4.76,-1.1096
-2.724e-05,4.76,-1.1104
-2.723e-05,4.68,-1.1104
-2.722e-05,4.76,-1.1112
-2.721e-05,4.68,-1.1104
-2.720e-05,4.76,-1.1104
-2.719e-05,4.76,-1.1104
-2.718e-05,4.76,-1.1112
-2.717e-05,4.76,-1.1112
-2.716e-05,4.76,-1.1112
-2.715e-05,4.68,-1.1104
-2.714e-05,4.68,-1.1096
-2.713e-05,4.76,-1.1112
-2.712e-05,4.76,-1.1112
-2.711e-05,4.6,-1.1112
-2.710e-05,4.76,-1.1112
-2.709e-05,4.68,-1.1112
-2.708e-05,4.76,-1.1112
-2.707e-05,4.68,-1.1104
-2.706e-05,4.76,-1.1112
-2.705e-05,4.76,-1.1112
-2.704e-05,4.76,-1.1112
-2.703e-05,4.76,-1.1112
-2.702e-05,4.84,-1.1104
-2.701e-05,4.76,-1.1112
-2.700e-05,4.76,-1.112
-2.699e-05,4.76,-1.1104
-2.698e-05,4.76,-1.1112
-2.697e-05,4.76,-1.112
-2.696e-05,4.76,-1.1112
-2.695e-05,4.76,-1.1104
-2.694e-05,4.84,-1.112
-2.693e-05,4.76,-1.1112
-2.692e-05,4.84,-1.112
-2.691e-05,4.68,-1.1112
-2.690e-05,4.68,-1.1128
-2.689e-05,4.76,-1.1112
-2.688e-05,4.68,-1.1112
-2.687e-05,4.6,-1.112
-2.686e-05,4.68,-1.1112
-2.685e-05,4.76,-1.1112
-2.684e-05,4.68,-1.1128
-2.683e-05,4.76,-1.112
-2.682e-05,4.68,-1.1112
-2.681e-05,4.6,-1.112
-2.680e-05,4.76,-1.112
-2.679e-05,4.68,-1.112
-2.678e-05,4.68,-1.112
-2.677e-05,4.76,-1.112
-2.676e-05,4.76,-1.112
-2.675e-05,4.68,-1.1128
-2.674e-05,4.76,-1.1128
-2.673e-05,4.76,-1.112
-2.672e-05,4.76,-1.1128
-2.671e-05,4.76,-1.112
-2.670e-05,4.68,-1.112
-2.669e-05,4.76,-1.1128
-2.668e-05,4.76,-1.112
-2.667e-05,4.76,-1.1128
-2.666e-05,4.76,-1.1128
-2.665e-05,4.84,-1.1128
-2.664e-05,4.68,-1.1128
-2.663e-05,4.68,-1.1136
-2.662e-05,4.76,-1.1128
-2.661e-05,4.68,-1.1128
-2.660e-05,4.68,-1.1128
-2.659e-05,4.68,-1.112
-2.658e-05,4.68,-1.1128
-2.657e-05,4.68,-1.1128
-2.656e-05,4.76,-1.1136
-2.655e-05,4.68,-1.1136
-2.654e-05,4.76,-1.1128
-2.653e-05,4.84,-1.1128
-2.652e-05,4.76,-1.1136
-2.651e-05,4.76,-1.1128
-2.650e-05,4.76,-1.1144
-2.649e-05,4.84,-1.1136
-2.648e-05,4.76,-1.1136
-2.647e-05,4.76,-1.1136
-2.646e-05,4.68,-1.1136
-2.645e-05,4.76,-1.1144
-2.644e-05,4.76,-1.1128
-2.643e-05,4.76,-1.1136
-2.642e-05,4.76,-1.1136
-2.641e-05,4.76,-1.1136
-2.640e-05,4.76,-1.1144
-2.639e-05,4.84,-1.1144
-2.638e-05,4.76,-1.1136
-2.637e-05,4.76,-1.1136
-2.636e-05,4.76,-1.1128
-2.635e-05,4.84,-1.1152
-2.634e-05,4.76,-1.1136
-2.633e-05,4.76,-1.1152
-2.632e-05,4.76,-1.1144
-2.631e-05,4.68,-1.1144
-2.630e-05,4.76,-1.1144
-2.629e-05,4.76,-1.1152
-2.628e-05,4.76,-1.1144
-2.627e-05,4.76,-1.1152
-2.626e-05,4.76,-1.1152
-2.625e-05,4.76,-1.1152
-2.624e-05,4.68,-1.116
-2.623e-05,4.76,-1.1144
-2.622e-05,4.76,-1.1152
-2.621e-05,4.84,-1.1152
-2.620e-05,4.76,-1.1152
-2.619e-05,4.68,-1.1152
-2.618e-05,4.76,-1.1144
-2.617e-05,4.76,-1.1152
-2.616e-05,4.84,-1.1152
-2.615e-05,4.76,-1.1152
-2.614e-05,4.68,-1.1152
-2.613e-05,4.68,-1.1152
-2.612e-05,4.76,-1.1152
-2.611e-05,4.76,-1.116
-2.610e-05,4.76,-1.116
-2.609e-05,4.76,-1.1152
-2.608e-05,4.68,-1.1152
-2.607e-05,4.76,-1.116
-2.606e-05,4.76,-1.1152
-2.605e-05,4.76,-1.1152
-2.604e-05,4.76,-1.116
-2.603e-05,4.76,-1.1152
-2.602e-05,4.76,-1.1168
-2.601e-05,4.68,-1.116
-2.600e-05,4.76,-1.116
-2.599e-05,4.68,-1.1152
-2.598e-05,4.76,-1.116
-2.597e-05,4.76,-1.1152
-2.596e-05,4.68,-1.116
-2.595e-05,4.76,-1.1168
-2.594e-05,4.68,-1.116
-2.593e-05,4.76,-1.116
-2.592e-05,4.68,-1.116
-2.591e-05,4.68,-1.1176
-2.590e-05,4.76,-1.1168
-2.589e-05,4.76,-1.1168
-2.588e-05,4.68,-1.1168
-2.587e-05,4.76,-1.1152
-2.586e-05,4.76,-1.116
-2.585e-05,4.76,-1.1168
-2.584e-05,4.68,-1.116
-2.583e-05,4.84,-1.116
-2.582e-05,4.76,-1.116
-2.581e-05,4.76,-1.1168
-2.580e-05,4.76,-1.1176
-2.579e-05,4.76,-1.1168
-2.578e-05,4.84,-1.1168
-2.577e-05,4.76,-1.1176
-2.576e-05,4.76,-1.1176
-2.575e-05,4.76,-1.1176
-2.574e-05,4.76,-1.1176
-2.573e-05,4.76,-1.1168
-2.572e-05,4.76,-1.1176
-2.571e-05,4.76,-1.1168
-2.570e-05,4.84,-1.1168
-2.569e-05,4.76,-1.1176
-2.568e-05,4.76,-1.1184
-2.567e-05,4.76,-1.1176
-2.566e-05,4.68,-1.1168
-2.565e-05,4.68,-1.1184
-2.564e-05,4.76,-1.1176
-2.563e-05,4.76,-1.1176
-2.562e-05,4.84,-1.1176
-2.561e-05,4.76,-1.1168
-2.560e-05,4.76,-1.1176
-2.559e-05,4.76,-1.1168
-2.558e-05,4.76,-1.1184
-2.557e-05,4.76,-1.1176
-2.556e-05,4.76,-1.1176
-2.555e-05,4.84,-1.1176
-2.554e-05,4.76,-1.1184
-2.553e-05,4.76,-1.1184
-2.552e-05,4.84,-1.1176
-2.551e-05,4.68,-1.1176
-2.550e-05,4.76,-1.1184
-2.549e-05,4.76,-1.1184
-2.548e-05,4.68,-1.1192
-2.547e-05,4.76,-1.1176
-2.546e-05,4.76,-1.1184
-2.545e-05,4.68,-1.1184
-2.544e-05,4.84,-1.1184
-2.543e-05,4.76,-1.1176
-2.542e-05,4.76,-1.1184
-2.541e-05,4.84,-1.1184
-2.540e-05,4.76,-1.1192
-2.539e-05,4.76,-1.1192
-2.538e-05,4.76,-1.1184
-2.537e-05,4.76,-1.1184
-2.536e-05,4.68,-1.1184
-2.535e-05,4.76,-1.1192
-2.534e-05,4.76,-1.12
-2.533e-05,4.76,-1.1192
-2.532e-05,4.84,-1.1192
-2.531e-05,4.84,-1.1192
-2.530e-05,4.76,-1.12
-2.529e-05,4.76,-1.1192
-2.528e-05,4.76,-1.1184
-2.527e-05,4.84,-1.1192
-2.526e-05,4.76,-1.1192
-2.525e-05,4.76,-1.1192
-2.524e-05,4.84,-1.1192
-2.523e-05,4.76,-1.1192
-2.522e-05,4.76,-1.12
-2.521e-05,4.76,-1.12
-2.520e-05,4.76,-1.1208
-2.519e-05,4.76,-1.12
-2.518e-05,4.76,-1.12
-2.517e-05,4.76,-1.12
-2.516e-05,4.76,-1.12
-2.515e-05,4.76,-1.12
-2.514e-05,4.76,-1.12
-2.513e-05,4.76,-1.1192
-2.512e-05,4.84,-1.1208
-2.511e-05,4.76,-1.1208
-2.510e-05,4.84,-1.12
-2.509e-05,4.76,-1.12
-2.508e-05,4.76,-1.1208
-2.507e-05,4.68,-1.1208
-2.506e-05,4.92,-1.12
-2.505e-05,4.76,-1.1208
-2.504e-05,4.76,-1.1208
-2.503e-05,4.76,-1.1208
-2.502e-05,4.76,-1.1208
-2.501e-05,4.76,-1.1216
-2.500e-05,4.84,-1.1208
-2.499e-05,4.76,-1.12
-2.498e-05,4.68,-1.12
-2.497e-05,4.76,-1.1208
-2.496e-05,4.76,-1.1208
-2.495e-05,4.76,-1.1208
-2.494e-05,4.68,-1.12
-2.493e-05,4.84,-1.1208
-2.492e-05,4.76,-1.1216
-2.491e-05,4.68,-1.1208
-2.490e-05,4.84,-1.1208
-2.489e-05,4.76,-1.1208
-2.488e-05,4.76,-1.1216
-2.487e-05,4.76,-1.1216
-2.486e-05,4.84,-1.1216
-2.485e-05,4.84,-1.1216
-2.484e-05,4.68,-1.1216
-2.483e-05,4.76,-1.1216
-2.482e-05,4.84,-1.1208
-2.481e-05,4.68,-1.1216
-2.480e-05,4.76,-1.1216
-2.479e-05,4.84,-1.1232
-2.478e-05,4.76,-1.1216
-2.477e-05,4.68,-1.1216
-2.476e-05,4.68,-1.1216
-2.475e-05,4.68,-1.1224
-2.474e-05,4.84,-1.1224
-2.473e-05,4.76,-1.1216
-2.472e-05,4.76,-1.1216
-2.471e-05,4.68,-1.1224
-2.470e-05,4.68,-1.1224
-2.469e-05,4.76,-1.1232
-2.468e-05,4.76,-1.1216
-2.467e-05,4.84,-1.1216
-2.466e-05,4.84,-1.1224
-2.465e-05,4.84,-1.1216
-2.464e-05,4.76,-1.1216
-2.463e-05,4.76,-1.1224
-2.462e-05,4.76,-1.1224
-2.461e-05,4.76,-1.1216
-2.460e-05,4.76,-1.1224
-2.459e-05,4.84,-1.1232
-2.458e-05,4.76,-1.1216
-2.457e-05,4.76,-1.1232
-2.456e-05,4.68,-1.1224
-2.455e-05,4.68,-1.1232
-2.454e-05,4.76,-1.1232
-2.453e-05,4.76,-1.1232
-2.452e-05,4.76,-1.1232
-2.451e-05,4.76,-1.1232
-2.450e-05,4.84,-1.1232
-2.449e-05,4.76,-1.124
-2.448e-05,4.68,-1.1224
-2.447e-05,4.84,-1.1232
-2.446e-05,4.76,-1.1232
-2.445e-05,4.76,-1.1232
-2.444e-05,4.76,-1.1232
-2.443e-05,4.84,-1.124
-2.442e-05,4.76,-1.124
-2.441e-05,4.68,-1.1232
-2.440e-05,4.76,-1.124
-2.439e-05,4.76,-1.124
-2.438e-05,4.76,-1.124
-2.437e-05,4.76,-1.124
-2.436e-05,4.76,-1.1232
-2.435e-05,4.84,-1.124
-2.434e-05,4.84,-1.124
-2.433e-05,4.84,-1.1232
-2.432e-05,4.84,-1.124
-2.431e-05,4.84,-1.124
-2.430e-05,4.84,-1.1232
-2.429e-05,4.76,-1.124
-2.428e-05,4.84,-1.1248
-2.427e-05,4.76,-1.1232
-2.426e-05,4.84,-1.1232
-2.425e-05,4.68,-1.124
-2.424e-05,4.76,-1.124
-2.423e-05,4.76,-1.1256
-2.422e-05,4.76,-1.1248
-2.421e-05,4.76,-1.124
-2.420e-05,4.76,-1.1248
-2.419e-05,4.76,-1.124
-2.418e-05,4.84,-1.1248
-2.417e-05,4.68,-1.1256
-2.416e-05,4.76,-1.1248
-2.415e-05,4.76,-1.124
-2.414e-05,4.84,-1.124
-2.413e-05,4.76,-1.1256
-2.412e-05,4.68,-1.1256
-2.411e-05,4.76,-1.1256
-2.410e-05,4.76,-1.1248
-2.409e-05,4.76,-1.1256
-2.408e-05,4.76,-1.124
-2.407e-05,4.84,-1.1256
-2.406e-05,4.76,-1.1256
-2.405e-05,4.76,-1.1248
-2.404e-05,4.84,-1.1256
-2.403e-05,4.76,-1.1248
-2.402e-05,4.76,-1.1248
-2.401e-05,4.76,-1.1256
-2.400e-05,4.76,-1.1248
-2.399e-05,4.76,-1.1256
-2.398e-05,4.76,-1.1256
-2.397e-05,4.76,-1.1248
-2.396e-05,4.84,-1.1256
-2.395e-05,4.76,-1.1256
-2.394e-05,4.76,-1.1248
-2.393e-05,4.76,-1.1256
-2.392e-05,4.76,-1.1256
-2.391e-05,4.76,-1.1256
-2.390e-05,4.84,-1.1256
-2.389e-05,4.76,-1.1264
-2.388e-05,4.84,-1.1256
-2.387e-05,4.76,-1.1256
-2.386e-05,4.76,-1.1264
-2.385e-05,4.84,-1.1256
-2.384e-05,4.76,-1.1256
-2.383e-05,4.76,-1.1256
-2.382e-05,4.84,-1.1256
-2.381e-05,4.76,-1.1256
-2.380e-05,4.76,-1.1264
-2.379e-05,4.76,-1.1256
-2.378e-05,4.76,-1.1272
-2.377e-05,4.76,-1.1264
-2.376e-05,4.84,-1.1264
-2.375e-05,4.76,-1.1264
-2.374e-05,4.76,-1.1264
-2.373e-05,4.76,-1.1256
-2.372e-05,4.84,-1.1272
-2.371e-05,4.76,-1.1272
-2.370e-05,4.76,-1.1264
-2.369e-05,4.68,-1.1264
-2.368e-05,4.76,-1.1256
-2.367e-05,4.84,-1.1296
-2.366e-05,4.84,-1.1256
-2.365e-05,4.76,-1.1264
-2.364e-05,4.76,-1.128
-2.363e-05,4.76,-1.1272
-2.362e-05,5.08,-1.1248
-2.361e-05,4.84,-1.1464
-2.360e-05,4.6,-1.1312
-2.359e-05,4.52,-1.1272
-2.358e-05,4.6,-1.12
-2.357e-05,4.52,-1.1136
-2.356e-05,4.28,-1.1152
-2.355e-05,4.28,-1.1296
-2.354e-05,4.92,-1.1312
-2.353e-05,5.24,-1.1256
-2.352e-05,4.6,-1.1208
-2.351e-05,3.88,-1.1264
-2.350e-05,4.84,-1.1376
-2.349e-05,5.72,-1.1232
-2.348e-05,5,-1.1208
-2.347e-05,3.72,-1.1232
-2.346e-05,4.04,-1.136
-2.345e-05,5.48,-1.1248
-2.344e-05,5.72,-1.1224
-2.343e-05,4.44,-1.124
-2.342e-05,3.72,-1.1304
-2.341e-05,4.68,-1.128
-2.340e-05,5.56,-1.1216
-2.339e-05,5,-1.1232
-2.338e-05,4.2,-1.1288
-2.337e-05,4.36,-1.1288
-2.336e-05,5.08,-1.1224
-2.335e-05,5,-1.1224
-2.334e-05,4.6,-1.1272
-2.333e-05,4.6,-1.1304
-2.332e-05,5.08,-1.1248
-2.331e-05,4.92,-1.1216
-2.330e-05,4.44,-1.1248
-2.329e-05,4.68,-1.1288
-2.328e-05,5.16,-1.1264
-2.327e-05,5.08,-1.1216
-2.326e-05,4.44,-1.1224
-2.325e-05,4.36,-1.1272
-2.324e-05,4.84,-1.1264
-2.323e-05,5.24,-1.124
-2.322e-05,4.84,-1.1224
-2.321e-05,4.36,-1.1256
-2.320e-05,4.44,-1.1256
-2.319e-05,5,-1.124
-2.318e-05,5,-1.1224
-2.317e-05,4.52,-1.1248
-2.316e-05,4.44,-1.1256
-2.315e-05,4.76,-1.1248
-2.314e-05,5,-1.1216
-2.313e-05,4.76,-1.124
-2.312e-05,4.52,-1.1272
-2.311e-05,4.84,-1.1256
-2.310e-05,4.92,-1.1232
-2.309e-05,4.76,-1.1232
-2.308e-05,4.52,-1.1248
-2.307e-05,4.68,-1.1256
-2.306e-05,4.92,-1.124
-2.305e-05,4.92,-1.1232
-2.304e-05,4.6,-1.124
-2.303e-05,4.6,-1.1248
-2.302e-05,4.84,-1.124
-2.301e-05,4.84,-1.1216
-2.300e-05,4.76,-1.1232
-2.299e-05,4.52,-1.1248
-2.298e-05,4.76,-1.1232
-2.297e-05,4.92,-1.1208
-2.296e-05,4.68,-1.1224
-2.295e-05,4.68,-1.124
-2.294e-05,4.84,-1.1224
-2.293e-05,4.76,-1.1216
-2.292e-05,4.76,-1.1216
-2.291e-05,4.68,-1.1224
-2.290e-05,4.76,-1.1248
-2.289e-05,4.92,-1.1224
-2.288e-05,4.76,-1.1208
-2.287e-05,4.76,-1.1216
-2.286e-05,4.68,-1.1232
-2.285e-05,4.76,-1.1224
-2.284e-05,4.76,-1.1224
-2.283e-05,4.68,-1.1216
-2.282e-05,4.68,-1.1232
-2.281e-05,4.76,-1.1224
-2.280e-05,4.84,-1.1216
-2.279e-05,4.84,-1.1224
-2.278e-05,4.68,-1.1232
-2.277e-05,4.76,-1.1224
-2.276e-05,4.84,-1.1224
-2.275e-05,4.84,-1.1208
-2.274e-05,4.68,-1.1208
-2.273e-05,4.76,-1.1224
-2.272e-05,4.84,-1.1216
-2.271e-05,4.84,-1.12
-2.270e-05,4.76,-1.1208
-2.269e-05,4.68,-1.1216
-2.268e-05,4.84,-1.1208
-2.267e-05,4.84,-1.1208
-2.266e-05,4.76,-1.1208
-2.265e-05,4.68,-1.1216
-2.264e-05,4.76,-1.12
-2.263e-05,4.76,-1.12
-2.262e-05,4.76,-1.12
-2.261e-05,4.76,-1.1208
-2.260e-05,4.76,-1.1216
-2.259e-05,4.76,-1.1208
-2.258e-05,4.76,-1.1192
-2.257e-05,4.68,-1.1192
-2.256e-05,4.76,-1.1208
-2.255e-05,4.84,-1.12
-2.254e-05,4.76,-1.1192
-2.253e-05,4.76,-1.12
-2.252e-05,4.76,-1.1208
-2.251e-05,4.76,-1.12
-2.250e-05,4.76,-1.12
-2.249e-05,4.76,-1.1192
-2.248e-05,4.76,-1.12
-2.247e-05,4.76,-1.1208
-2.246e-05,4.84,-1.12
-2.245e-05,4.84,-1.12
-2.244e-05,4.76,-1.12
-2.243e-05,4.68,-1.12
-2.242e-05,4.76,-1.1192
-2.241e-05,4.84,-1.1192
-2.240e-05,4.76,-1.1184
-2.239e-05,4.76,-1.1192
-2.238e-05,4.76,-1.1192
-2.237e-05,4.76,-1.1192
-2.236e-05,4.76,-1.12
-2.235e-05,4.76,-1.1192
-2.234e-05,4.76,-1.1192
-2.233e-05,4.92,-1.1192
-2.232e-05,4.76,-1.1176
-2.231e-05,4.84,-1.1184
-2.230e-05,4.76,-1.1184
-2.229e-05,4.84,-1.1192
-2.228e-05,4.84,-1.1192
-2.227e-05,4.76,-1.1184
-2.226e-05,4.68,-1.1184
-2.225e-05,4.76,-1.1184
-2.224e-05,4.76,-1.1184
-2.223e-05,4.76,-1.1192
-2.222e-05,4.76,-1.1192
-2.221e-05,4.76,-1.1192
-2.220e-05,4.84,-1.1176
-2.219e-05,4.76,-1.1176
-2.218e-05,4.76,-1.1184
-2.217e-05,4.76,-1.1176
-2.216e-05,4.84,-1.1176
-2.215e-05,4.84,-1.1176
-2.214e-05,4.76,-1.1184
-2.213e-05,4.84,-1.1176
-2.212e-05,4.76,-1.1176
-2.211e-05,4.76,-1.1176
-2.210e-05,4.76,-1.1176
-2.209e-05,4.76,-1.1176
-2.208e-05,4.84,-1.1168
-2.207e-05,4.76,-1.1176
-2.206e-05,4.76,-1.1168
-2.205e-05,4.92,-1.1168
-2.204e-05,4.76,-1.1168
-2.203e-05,4.76,-1.1176
-2.202e-05,4.84,-1.1176
-2.201e-05,4.76,-1.116
-2.200e-05,4.76,-1.116
-2.199e-05,4.76,-1.1176
-2.198e-05,4.76,-1.1176
-2.197e-05,4.68,-1.1152
-2.196e-05,4.76,-1.116
-2.195e-05,4.76,-1.1168
-2.194e-05,4.76,-1.1168
-2.193e-05,4.76,-1.1168
-2.192e-05,4.76,-1.116
-2.191e-05,4.84,-1.1168
-2.190e-05,4.84,-1.116
-2.189e-05,4.76,-1.116
-2.188e-05,4.76,-1.1168
-2.187e-05,4.76,-1.116
-2.186e-05,4.84,-1.116
-2.185e-05,4.76,-1.1168
-2.184e-05,4.76,-1.1152
-2.183e-05,4.76,-1.1152
-2.182e-05,4.76,-1.1168
-2.181e-05,4.76,-1.1152
-2.180e-05,4.76,-1.116
-2.179e-05,4.76,-1.116
-2.178e-05,4.92,-1.1152
-2.177e-05,4.76,-1.116
-2.176e-05,4.76,-1.1152
-2.175e-05,4.76,-1.1152
-2.174e-05,4.76,-1.1152
-2.173e-05,4.84,-1.1152
-2.172e-05,4.76,-1.1144
-2.171e-05,4.76,-1.1152
-2.170e-05,4.76,-1.1152
-2.169e-05,4.76,-1.1136
-2.168e-05,4.76,-1.1152
-2.167e-05,4.76,-1.1144
-2.166e-05,4.68,-1.1144
-2.165e-05,4.76,-1.1144
-2.164e-05,4.76,-1.1144
-2.163e-05,4.84,-1.1144
-2.162e-05,4.76,-1.1144
-2.161e-05,4.84,-1.1144
-2.160e-05,4.84,-1.1144
-2.159e-05,4.76,-1.1144
-2.158e-05,4.76,-1.1144
-2.157e-05,4.68,-1.1152
-2.156e-05,4.84,-1.1144
-2.155e-05,4.76,-1.1144
-2.154e-05,4.76,-1.1144
-2.153e-05,4.76,-1.1136
-2.152e-05,4.76,-1.1152
-2.151e-05,4.76,-1.1136
-2.150e-05,4.68,-1.1128
-2.149e-05,4.76,-1.1136
-2.148e-05,4.76,-1.1136
-2.147e-05,4.76,-1.1136
-2.146e-05,4.76,-1.1136
-2.145e-05,4.76,-1.1128
-2.144e-05,4.84,-1.1128
-2.143e-05,4.76,-1.1136
-2.142e-05,4.68,-1.1128
-2.141e-05,4.76,-1.1144
-2.140e-05,4.76,-1.1136
-2.139e-05,4.84,-1.1128
-2.138e-05,4.76,-1.1128
-2.137e-05,4.76,-1.1136
-2.136e-05,4.84,-1.1128
-2.135e-05,4.76,-1.1128
-2.134e-05,4.76,-1.1128
-2.133e-05,4.76,-1.1128
-2.132e-05,4.76,-1.1128
-2.131e-05,4.84,-1.1128
-2.130e-05,4.84,-1.1128
-2.129e-05,4.76,-1.112
-2.128e-05,4.76,-1.1128
-2.127e-05,4.76,-1.1112
-2.126e-05,4.76,-1.1112
-2.125e-05,4.76,-1.1128
-2.124e-05,4.76,-1.112
-2.123e-05,4.84,-1.112
-2.122e-05,4.76,-1.112
-2.121e-05,4.76,-1.112
-2.120e-05,4.68,-1.1128
-2.119e-05,4.68,-1.1128
-2.118e-05,4.84,-1.1112
-2.117e-05,4.76,-1.112
-2.116e-05,4.76,-1.1112
-2.115e-05,4.68,-1.112
