Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,
-4.921e-05,5.08,-1.1024
-4.920e-05,4.68,-1.1032
-4.919e-05,4.52,-1.1
-4.918e-05,4.68,-1.104
-4.917e-05,4.84,-1.1032
-4.916e-05,4.68,-1.0976
-4.915e-05,4.68,-1.1032
-4.914e-05,4.68,-1.104
-4.913e-05,4.92,-1.1
-4.912e-05,4.84,-1.0992
-4.911e-05,4.76,-1.1032
-4.910e-05,4.68,-1.1024
-4.909e-05,5,-1.1016
-4.908e-05,4.84,-1.1016
-4.907e-05,4.68,-1.1024
-4.906e-05,4.6,-1.1024
-4.905e-05,4.76,-1.104
-4.904e-05,4.92,-1.1016
-4.903e-05,4.76,-1.1008
-4.902e-05,4.68,-1.1032
-4.901e-05,4.76,-1.1024
-4.900e-05,4.76,-1.1008
-4.899e-05,4.76,-1.1008
-4.898e-05,4.68,-1.1032
-4.897e-05,4.68,-1.1024
-4.896e-05,4.76,-1.1024
-4.895e-05,4.84,-1.1024
-4.894e-05,4.76,-1.1024
-4.893e-05,4.68,-1.1024
-4.892e-05,4.76,-1.1032
-4.891e-05,4.92,-1.1024
-4.890e-05,4.76,-1.1016
-4.889e-05,4.6,-1.1024
-4.888e-05,4.6,-1.1024
-4.887e-05,4.68,-1.1016
-4.886e-05,4.84,-1.1024
-4.885e-05,4.68,-1.104
-4.884e-05,4.68,-1.1032
-4.883e-05,4.84,-1.1024
-4.882e-05,4.84,-1.1024
-4.881e-05,4.76,-1.1024
-4.880e-05,4.68,-1.1032
-4.879e-05,4.76,-1.1032
-4.878e-05,4.76,-1.1032
-4.877e-05,4.84,-1.1024
-4.876e-05,4.76,-1.1024
-4.875e-05,4.68,-1.104
-4.874e-05,4.68,-1.1024
-4.873e-05,4.76,-1.1024
-4.872e-05,4.68,-1.1032
-4.871e-05,4.76,-1.1024
-4.870e-05,4.76,-1.1032
-4.869e-05,4.76,-1.1032
-4.868e-05,4.76,-1.1024
-4.867e-05,4.76,-1.1032
-4.866e-05,4.76,-1.1032
-4.865e-05,4.84,-1.1024
-4.864e-05,4.68,-1.1032
-4.863e-05,4.76,-1.1032
-4.862e-05,4.68,-1.104
-4.861e-05,4.76,-1.1032
-4.860e-05,4.76,-1.1024
-4.859e-05,4.68,-1.1024
-4.858e-05,4.76,-1.1032
-4.857e-05,4.76,-1.1024
-4.856e-05,4.76,-1.1032
-4.855e-05,4.84,-1.104
-4.854e-05,4.76,-1.1032
-4.853e-05,4.76,-1.1032
-4.852e-05,4.76,-1.1032
-4.851e-05,4.76,-1.1048
-4.850e-05,4.68,-1.104
-4.849e-05,4.76,-1.104
-4.848e-05,4.76,-1.1024
-4.847e-05,4.76,-1.104
-4.846e-05,4.76,-1.104
-4.845e-05,4.76,-1.104
-4.844e-05,4.76,-1.104
-4.843e-05,4.76,-1.104
-4.842e-05,4.84,-1.1056
-4.841e-05,4.84,-1.104
-4.840e-05,4.76,-1.104
-4.839e-05,4.84,-1.1048
-4.838e-05,4.68,-1.104
-4.837e-05,4.68,-1.104
-4.836e-05,4.76,-1.1048
-4.835e-05,4.76,-1.1056
-4.834e-05,4.76,-1.104
-4.833e-05,4.76,-1.1048
-4.832e-05,4.76,-1.1048
-4.831e-05,4.76,-1.1048
-4.830e-05,4.76,-1.1048
-4.829e-05,4.76,-1.104
-4.828e-05,4.76,-1.1064
-4.827e-05,4.68,-1.1048
-4.826e-05,4.68,-1.1056
-4.825e-05,4.76,-1.1056
-4.824e-05,4.76,-1.1056
-4.823e-05,4.76,-1.1056
-4.822e-05,4.68,-1.1056
-4.821e-05,4.76,-1.1056
-4.820e-05,4.76,-1.1048
-4.819e-05,4.76,-1.1048
-4.818e-05,4.76,-1.1056
-4.817e-05,4.76,-1.1064
-4.816e-05,4.68,-1.1056
-4.815e-05,4.68,-1.1064
-4.814e-05,4.76,-1.1064
-4.813e-05,4.68,-1.1056
-4.812e-05,4.68,-1.1056
-4.811e-05,4.76,-1.1056
-4.810e-05,4.76,-1.1064
-4.809e-05,4.68,-1.1064
-4.808e-05,4.76,-1.1056
-4.807e-05,4.68,-1.1056
-4.806e-05,4.76,-1.1056
-4.805e-05,4.76,-1.1064
-4.804e-05,4.76,-1.1056
-4.803e-05,4.76,-1.1064
-4.802e-05,4.76,-1.1064
-4.801e-05,4.84,-1.1064
-4.800e-05,4.76,-1.1056
-4.799e-05,4.68,-1.1056
-4.798e-05,4.76,-1.1072
-4.797e-05,4.76,-1.1064
-4.796e-05,4.76,-1.1072
-4.795e-05,4.68,-1.1072
-4.794e-05,4.76,-1.1072
-4.793e-05,4.76,-1.1064
-4.792e-05,4.84,-1.1072
-4.791e-05,4.84,-1.108
-4.790e-05,4.84,-1.1064
-4.789e-05,4.76,-1.1064
-4.788e-05,4.68,-1.1072
-4.787e-05,4.76,-1.1064
-4.786e-05,4.68,-1.1072
-4.785e-05,4.76,-1.1072
-4.784e-05,4.76,-1.1064
-4.783e-05,4.76,-1.108
-4.782e-05,4.76,-1.108
-4.781e-05,4.68,-1.108
-4.780e-05,4.76,-1.108
-4.779e-05,4.76,-1.1072
-4.778e-05,4.76,-1.108
-4.777e-05,4.68,-1.1072
-4.776e-05,4.68,-1.1072
-4.775e-05,4.76,-1.108
-4.774e-05,4.68,-1.108
-4.773e-05,4.68,-1.1088
-4.772e-05,4.76,-1.108
-4.771e-05,4.76,-1.108
-4.770e-05,4.76,-1.108
-4.769e-05,4.68,-1.108
-4.768e-05,4.68,-1.108
-4.767e-05,4.76,-1.108
-4.766e-05,4.76,-1.108
-4.765e-05,4.76,-1.108
-4.764e-05,4.76,-1.1088
-4.763e-05,4.76,-1.1088
-4.762e-05,4.76,-1.108
-4.761e-05,4.76,-1.1088
-4.760e-05,4.68,-1.1088
-4.759e-05,4.76,-1.1088
-4.758e-05,4.76,-1.1088
-4.757e-05,4.68,-1.1088
-4.756e-05,4.76,-1.1088
-4.755e-05,4.76,-1.1096
-4.754e-05,4.76,-1.1088
-4.753e-05,4.76,-1.1104
-4.752e-05,4.76,-1.1104
-4.751e-05,4.76,-1.1088
-4.750e-05,4.68,-1.1096
-4.749e-05,4.76,-1.1096
-4.748e-05,4.76,-1.1096
-4.747e-05,4.76,-1.1088
-4.746e-05,4.68,-1.1088
-4.745e-05,4.76,-1.1096
-4.744e-05,4.76,-1.1096
-4.743e-05,4.76,-1.1096
-4.742e-05,4.76,-1.1096
-4.741e-05,4.68,-1.1088
-4.740e-05,4.68,-1.1088
-4.739e-05,4.76,-1.1104
-4.738e-05,4.76,-1.1104
-4.737e-05,4.76,-1.1096
-4.736e-05,4.76,-1.1104
-4.735e-05,4.68,-1.1096
-4.734e-05,4.68,-1.1104
-4.733e-05,4.76,-1.1088
-4.732e-05,4.68,-1.1104
-4.731e-05,4.68,-1.1104
-4.730e-05,4.76,-1.1104
-4.729e-05,4.76,-1.1088
-4.728e-05,4.76,-1.1096
-4.727e-05,4.76,-1.1104
-4.726e-05,4.68,-1.1104
-4.725e-05,4.76,-1.1112
-4.724e-05,4.6,-1.1096
-4.723e-05,4.76,-1.1096
-4.722e-05,4.68,-1.1104
-4.721e-05,4.76,-1.1104
-4.720e-05,4.68,-1.1112
-4.719e-05,4.6,-1.1104
-4.718e-05,4.68,-1.1112
-4.717e-05,4.68,-1.1104
-4.716e-05,4.76,-1.1112
-4.715e-05,4.76,-1.1112
-4.714e-05,4.68,-1.1112
-4.713e-05,4.76,-1.1104
-4.712e-05,4.68,-1.1112
-4.711e-05,4.76,-1.1104
-4.710e-05,4.68,-1.1112
-4.709e-05,4.76,-1.1112
-4.708e-05,4.76,-1.1112
-4.707e-05,4.76,-1.1112
-4.706e-05,4.76,-1.1112
-4.705e-05,4.76,-1.1112
-4.704e-05,4.68,-1.1112
-4.703e-05,4.76,-1.1112
-4.702e-05,4.76,-1.1112
-4.701e-05,4.76,-1.112
-4.700e-05,4.76,-1.1112
-4.699e-05,4.84,-1.1128
-4.698e-05,4.84,-1.1112
-4.697e-05,4.76,-1.1112
-4.696e-05,4.68,-1.112
-4.695e-05,4.76,-1.112
-4.694e-05,4.76,-1.1112
-4.693e-05,4.84,-1.1112
-4.692e-05,4.76,-1.1112
-4.691e-05,4.76,-1.112
-4.690e-05,4.76,-1.1128
-4.689e-05,4.76,-1.1112
-4.688e-05,4.76,-1.1128
-4.687e-05,4.84,-1.112
-4.686e-05,4.68,-1.112
-4.685e-05,4.84,-1.112
-4.684e-05,4.76,-1.112
-4.683e-05,4.76,-1.112
-4.682e-05,4.76,-1.112
-4.681e-05,4.76,-1.1112
-4.680e-05,4.68,-1.1112
-4.679e-05,4.76,-1.112
-4.678e-05,4.76,-1.112
-4.677e-05,4.76,-1.1104
-4.676e-05,4.76,-1.112
-4.675e-05,4.76,-1.112
-4.674e-05,4.76,-1.1128
-4.673e-05,4.76,-1.1128
-4.672e-05,4.76,-1.112
-4.671e-05,4.76,-1.1128
-4.670e-05,4.84,-1.112
-4.669e-05,4.68,-1.1128
-4.668e-05,4.76,-1.112
-4.667e-05,4.76,-1.1128
-4.666e-05,4.76,-1.1128
-4.665e-05,4.76,-1.1128
-4.664e-05,4.76,-1.1136
-4.663e-05,4.76,-1.1128
-4.662e-05,4.76,-1.112
-4.661e-05,4.84,-1.1128
-4.660e-05,4.76,-1.1128
-4.659e-05,4.76,-1.1128
-4.658e-05,4.76,-1.1128
-4.657e-05,4.76,-1.112
-4.656e-05,4.76,-1.1136
-4.655e-05,4.76,-1.1136
-4.654e-05,4.76,-1.1136
-4.653e-05,4.76,-1.1144
-4.652e-05,4.76,-1.1136
-4.651e-05,4.68,-1.112
-4.650e-05,4.84,-1.1136
-4.649e-05,4.76,-1.1144
-4.648e-05,4.76,-1.1136
-4.647e-05,4.76,-1.1136
-4.646e-05,4.84,-1.1136
-4.645e-05,4.68,-1.1144
-4.644e-05,4.76,-1.1136
-4.643e-05,4.76,-1.1136
-4.642e-05,4.76,-1.1136
-4.641e-05,4.68,-1.1136
-4.640e-05,4.84,-1.1136
-4.639e-05,4.68,-1.1144
-4.638e-05,4.76,-1.1136
-4.637e-05,4.76,-1.1144
-4.636e-05,4.76,-1.1136
-4.635e-05,4.76,-1.1152
-4.634e-05,4.76,-1.1144
-4.633e-05,4.68,-1.1152
-4.632e-05,4.76,-1.1152
-4.631e-05,4.76,-1.1136
-4.630e-05,4.68,-1.1136
-4.629e-05,4.76,-1.1152
-4.628e-05,4.76,-1.1144
-4.627e-05,4.76,-1.1152
-4.626e-05,4.76,-1.1152
-4.625e-05,4.68,-1.1136
-4.624e-05,4.84,-1.1144
-4.623e-05,4.76,-1.1152
-4.622e-05,4.68,-1.1144
-4.621e-05,4.76,-1.1152
-4.620e-05,4.76,-1.1144
-4.619e-05,4.76,-1.1144
-4.618e-05,4.68,-1.1152
-4.617e-05,4.76,-1.116
-4.616e-05,4.84,-1.1152
-4.615e-05,4.76,-1.1152
-4.614e-05,4.76,-1.1152
-4.613e-05,4.84,-1.1152
-4.612e-05,4.76,-1.1152
-4.611e-05,4.76,-1.1152
-4.610e-05,4.76,-1.116
-4.609e-05,4.68,-1.1152
-4.608e-05,4.76,-1.116
-4.607e-05,4.76,-1.1152
-4.606e-05,4.76,-1.1152
-4.605e-05,4.76,-1.1152
-4.604e-05,4.76,-1.1152
-4.603e-05,4.76,-1.1152
-4.602e-05,4.76,-1.116
-4.601e-05,4.84,-1.116
-4.600e-05,4.68,-1.1152
-4.599e-05,4.68,-1.1152
-4.598e-05,4.68,-1.1168
-4.597e-05,4.68,-1.116
-4.596e-05,4.6,-1.1152
-4.595e-05,4.76,-1.116
-4.594e-05,4.68,-1.116
-4.593e-05,4.76,-1.116
-4.592e-05,4.76,-1.116
-4.591e-05,4.76,-1.1168
-4.590e-05,4.68,-1.116
-4.589e-05,4.76,-1.1168
-4.588e-05,4.76,-1.1168
-4.587e-05,4.76,-1.1152
-4.586e-05,4.84,-1.116
-4.585e-05,4.76,-1.116
-4.584e-05,4.68,-1.116
-4.583e-05,4.76,-1.1168
-4.582e-05,4.84,-1.1168
-4.581e-05,4.68,-1.1168
-4.580e-05,4.84,-1.1176
-4.579e-05,4.76,-1.1168
-4.578e-05,4.76,-1.1176
-4.577e-05,4.6,-1.1168
-4.576e-05,4.68,-1.1176
-4.575e-05,4.84,-1.1184
-4.574e-05,4.76,-1.1184
-4.573e-05,4.68,-1.1176
-4.572e-05,4.76,-1.1184
-4.571e-05,4.76,-1.1176
-4.570e-05,4.76,-1.1168
-4.569e-05,4.76,-1.1176
-4.568e-05,4.76,-1.1176
-4.567e-05,4.76,-1.1176
-4.566e-05,4.76,-1.1168
-4.565e-05,4.76,-1.1176
-4.564e-05,4.68,-1.1176
-4.563e-05,4.76,-1.1176
-4.562e-05,4.84,-1.1184
-4.561e-05,4.84,-1.1176
-4.560e-05,4.76,-1.1176
-4.559e-05,4.76,-1.1176
-4.558e-05,4.76,-1.1184
-4.557e-05,4.68,-1.1176
-4.556e-05,4.84,-1.1176
-4.555e-05,4.68,-1.1192
-4.554e-05,4.76,-1.1184
-4.553e-05,4.68,-1.1176
-4.552e-05,4.76,-1.1184
-4.551e-05,4.76,-1.1184
-4.550e-05,4.76,-1.1184
-4.549e-05,4.76,-1.1184
-4.548e-05,4.76,-1.1184
-4.547e-05,4.76,-1.1184
-4.546e-05,4.76,-1.1168
-4.545e-05,4.76,-1.1184
-4.544e-05,4.76,-1.1176
-4.543e-05,4.76,-1.1184
-4.542e-05,4.76,-1.1184
-4.541e-05,4.84,-1.1184
-4.540e-05,4.76,-1.1192
-4.539e-05,4.76,-1.12
-4.538e-05,4.68,-1.1184
-4.537e-05,4.76,-1.12
-4.536e-05,4.84,-1.1192
-4.535e-05,4.68,-1.1192
-4.534e-05,4.76,-1.1192
-4.533e-05,4.76,-1.1192
-4.532e-05,4.76,-1.1192
-4.531e-05,4.76,-1.12
-4.530e-05,4.84,-1.1208
-4.529e-05,4.76,-1.1184
-4.528e-05,4.76,-1.1192
-4.527e-05,4.76,-1.1192
-4.526e-05,4.76,-1.1208
-4.525e-05,4.76,-1.12
-4.524e-05,4.84,-1.1192
-4.523e-05,4.76,-1.12
-4.522e-05,4.68,-1.12
-4.521e-05,4.84,-1.1192
-4.520e-05,4.84,-1.1192
-4.519e-05,4.76,-1.1192
-4.518e-05,4.76,-1.12
-4.517e-05,4.76,-1.1192
-4.516e-05,4.76,-1.12
-4.515e-05,4.68,-1.1208
-4.514e-05,4.76,-1.12
-4.513e-05,4.84,-1.12
-4.512e-05,4.76,-1.12
-4.511e-05,4.76,-1.1192
-4.510e-05,4.76,-1.1208
-4.509e-05,4.76,-1.1216
-4.508e-05,4.84,-1.12
-4.507e-05,4.76,-1.1208
-4.506e-05,4.76,-1.12
-4.505e-05,4.76,-1.1208
-4.504e-05,4.84,-1.1208
-4.503e-05,4.84,-1.12
-4.502e-05,4.76,-1.12
-4.501e-05,4.76,-1.1208
-4.500e-05,4.84,-1.1208
-4.499e-05,4.68,-1.1208
-4.498e-05,4.76,-1.1216
-4.497e-05,4.68,-1.1208
-4.496e-05,4.76,-1.1208
-4.495e-05,4.76,-1.1208
-4.494e-05,4.76,-1.1208
-4.493e-05,4.76,-1.1216
-4.492e-05,4.84,-1.1208
-4.491e-05,4.76,-1.1208
-4.490e-05,4.76,-1.1224
-4.489e-05,4.84,-1.1208
-4.488e-05,4.84,-1.1208
-4.487e-05,4.76,-1.12
-4.486e-05,4.76,-1.1208
-4.485e-05,4.68,-1.1216
-4.484e-05,4.76,-1.1216
-4.483e-05,4.76,-1.1208
-4.482e-05,4.76,-1.1208
-4.481e-05,4.76,-1.1208
-4.480e-05,4.76,-1.1216
-4.479e-05,4.76,-1.1208
-4.478e-05,4.76,-1.1216
-4.477e-05,4.84,-1.1216
-4.476e-05,4.76,-1.1224
-4.475e-05,4.76,-1.1216
-4.474e-05,4.76,-1.1216
-4.473e-05,4.76,-1.1216
-4.472e-05,4.76,-1.1224
-4.471e-05,4.68,-1.1216
-4.470e-05,4.84,-1.1232
-4.469e-05,4.76,-1.1224
-4.468e-05,4.76,-1.1224
-4.467e-05,4.68,-1.1224
-4.466e-05,4.68,-1.1232
-4.465e-05,4.76,-1.1232
-4.464e-05,4.76,-1.1232
-4.463e-05,4.76,-1.1232
-4.462e-05,4.84,-1.1224
-4.461e-05,4.84,-1.1224
-4.460e-05,4.76,-1.1224
-4.459e-05,4.68,-1.1232
-4.458e-05,4.76,-1.1232
-4.457e-05,4.76,-1.1232
-4.456e-05,4.68,-1.1224
-4.455e-05,4.84,-1.1232
-4.454e-05,4.76,-1.1224
-4.453e-05,4.76,-1.1232
-4.452e-05,4.76,-1.124
-4.451e-05,4.84,-1.1232
-4.450e-05,4.76,-1.124
-4.449e-05,4.76,-1.1232
-4.448e-05,4.76,-1.1232
-4.447e-05,4.76,-1.1232
-4.446e-05,4.76,-1.1224
-4.445e-05,4.76,-1.1224
-4.444e-05,4.76,-1.1224
-4.443e-05,4.76,-1.124
-4.442e-05,4.68,-1.124
-4.441e-05,4.68,-1.124
-4.440e-05,4.76,-1.1232
-4.439e-05,4.68,-1.1248
-4.438e-05,4.84,-1.124
-4.437e-05,4.76,-1.124
-4.436e-05,4.84,-1.124
-4.435e-05,4.68,-1.124
-4.434e-05,4.76,-1.124
-4.433e-05,4.76,-1.1224
-4.432e-05,4.76,-1.124
-4.431e-05,4.76,-1.124
-4.430e-05,4.76,-1.124
-4.429e-05,4.76,-1.124
-4.428e-05,4.76,-1.1248
-4.427e-05,4.76,-1.124
-4.426e-05,4.76,-1.124
-4.425e-05,4.76,-1.124
-4.424e-05,4.84,-1.124
-4.423e-05,4.84,-1.124
-4.422e-05,4.68,-1.1248
-4.421e-05,4.76,-1.124
-4.420e-05,4.76,-1.124
-4.419e-05,4.76,-1.1248
-4.418e-05,4.76,-1.124
-4.417e-05,4.84,-1.1248
-4.416e-05,4.76,-1.1248
-4.415e-05,4.76,-1.1248
-4.414e-05,4.76,-1.1248
-4.413e-05,4.84,-1.1248
-4.412e-05,4.76,-1.1248
-4.411e-05,4.76,-1.1256
-4.410e-05,4.84,-1.1256
-4.409e-05,4.76,-1.1256
-4.408e-05,4.76,-1.1248
-4.407e-05,4.84,-1.1248
-4.406e-05,4.84,-1.1256
-4.405e-05,4.68,-1.1256
-4.404e-05,4.76,-1.1248
-4.403e-05,4.84,-1.1256
-4.402e-05,4.76,-1.1256
-4.401e-05,4.84,-1.1248
-4.400e-05,4.68,-1.1256
-4.399e-05,4.68,-1.1264
-4.398e-05,4.84,-1.1248
-4.397e-05,4.76,-1.1256
-4.396e-05,4.76,-1.1248
-4.395e-05,4.84,-1.1264
-4.394e-05,4.76,-1.1256
-4.393e-05,4.76,-1.1256
-4.392e-05,4.84,-1.1256
-4.391e-05,4.84,-1.1248
-4.390e-05,4.92,-1.1256
-4.389e-05,4.84,-1.1256
-4.388e-05,4.84,-1.1264
-4.387e-05,4.84,-1.1256
-4.386e-05,4.84,-1.1256
-4.385e-05,4.76,-1.1256
-4.384e-05,4.84,-1.1264
-4.383e-05,4.76,-1.1256
-4.382e-05,4.76,-1.1264
-4.381e-05,4.76,-1.1272
-4.380e-05,4.76,-1.1264
-4.379e-05,4.92,-1.1264
-4.378e-05,4.84,-1.1272
-4.377e-05,4.76,-1.1272
-4.376e-05,4.76,-1.1264
-4.375e-05,4.76,-1.1256
-4.374e-05,4.76,-1.1264
-4.373e-05,4.84,-1.1272
-4.372e-05,4.92,-1.1256
-4.371e-05,4.76,-1.1264
-4.370e-05,4.76,-1.1248
-4.369e-05,4.92,-1.1304
-4.368e-05,4.84,-1.1264
-4.367e-05,4.76,-1.1272
-4.366e-05,4.68,-1.128
-4.365e-05,4.76,-1.1264
-4.364e-05,5.08,-1.1248
-4.363e-05,4.76,-1.1464
-4.362e-05,4.6,-1.1296
-4.361e-05,4.52,-1.1256
-4.360e-05,4.6,-1.1192
-4.359e-05,4.52,-1.1152
-4.358e-05,4.36,-1.1128
-4.357e-05,4.2,-1.1304
-4.356e-05,4.92,-1.132
-4.355e-05,5.32,-1.1264
-4.354e-05,4.6,-1.1184
-4.353e-05,3.96,-1.1256
-4.352e-05,4.76,-1.1368
-4.351e-05,5.72,-1.124
-4.350e-05,4.92,-1.1208
-4.349e-05,3.8,-1.1216
-4.348e-05,3.96,-1.136
-4.347e-05,5.48,-1.1256
-4.346e-05,5.8,-1.1224
-4.345e-05,4.52,-1.1232
-4.344e-05,3.8,-1.1312
-4.343e-05,4.6,-1.128
-4.342e-05,5.64,-1.1224
-4.341e-05,5.08,-1.1224
-4.340e-05,4.2,-1.1288
-4.339e-05,4.28,-1.1296
-4.338e-05,5,-1.1216
-4.337e-05,5,-1.1224
-4.336e-05,4.52,-1.1264
-4.335e-05,4.6,-1.1296
-4.334e-05,5,-1.124
-4.333e-05,4.92,-1.12
-4.332e-05,4.52,-1.1248
-4.331e-05,4.52,-1.1288
-4.330e-05,5.08,-1.1256
-4.329e-05,5.08,-1.1224
-4.328e-05,4.52,-1.1232
-4.327e-05,4.28,-1.1264
-4.326e-05,4.76,-1.1272
-4.325e-05,5.16,-1.124
-4.324e-05,4.92,-1.1224
-4.323e-05,4.36,-1.1256
-4.322e-05,4.52,-1.1264
-4.321e-05,5.08,-1.124
-4.320e-05,5.16,-1.1232
-4.319e-05,4.68,-1.1248
-4.318e-05,4.44,-1.1264
-4.317e-05,4.76,-1.1248
-4.316e-05,5,-1.1208
-4.315e-05,4.68,-1.1232
-4.314e-05,4.6,-1.1256
-4.313e-05,4.84,-1.124
-4.312e-05,5,-1.1224
-4.311e-05,4.84,-1.1216
-4.310e-05,4.68,-1.124
-4.309e-05,4.68,-1.1256
-4.308e-05,4.84,-1.1232
-4.307e-05,4.92,-1.1224
-4.306e-05,4.68,-1.124
-4.305e-05,4.6,-1.124
-4.304e-05,4.84,-1.124
-4.303e-05,4.92,-1.1216
-4.302e-05,4.76,-1.1232
-4.301e-05,4.6,-1.1248
-4.300e-05,4.68,-1.124
-4.299e-05,4.76,-1.1208
-4.298e-05,4.68,-1.1224
-4.297e-05,4.68,-1.1232
-4.296e-05,4.76,-1.1248
-4.295e-05,4.92,-1.1224
-4.294e-05,4.84,-1.1216
-4.293e-05,4.68,-1.1224
-4.292e-05,4.76,-1.1248
-4.291e-05,4.76,-1.1224
-4.290e-05,4.92,-1.1216
-4.289e-05,4.68,-1.1216
-4.288e-05,4.6,-1.1232
-4.287e-05,4.76,-1.1224
-4.286e-05,4.92,-1.1216
-4.285e-05,4.76,-1.1224
-4.284e-05,4.76,-1.1224
-4.283e-05,4.76,-1.1224
-4.282e-05,4.76,-1.1208
-4.281e-05,4.76,-1.1208
-4.280e-05,4.68,-1.1216
-4.279e-05,4.68,-1.1216
-4.278e-05,4.76,-1.1216
-4.277e-05,4.84,-1.1208
-4.276e-05,4.68,-1.1216
-4.275e-05,4.68,-1.1208
-4.274e-05,4.84,-1.1224
-4.273e-05,4.76,-1.1208
-4.272e-05,4.76,-1.1208
-4.271e-05,4.68,-1.1216
-4.270e-05,4.76,-1.1216
-4.269e-05,4.76,-1.1208
-4.268e-05,4.68,-1.12
-4.267e-05,4.68,-1.1208
-4.266e-05,4.76,-1.1216
-4.265e-05,4.84,-1.12
-4.264e-05,4.84,-1.1208
-4.263e-05,4.68,-1.1192
-4.262e-05,4.76,-1.1208
-4.261e-05,4.76,-1.1208
-4.260e-05,4.76,-1.1192
-4.259e-05,4.6,-1.12
-4.258e-05,4.68,-1.1216
-4.257e-05,4.76,-1.1208
-4.256e-05,4.76,-1.12
-4.255e-05,4.76,-1.12
-4.254e-05,4.76,-1.12
-4.253e-05,4.76,-1.1208
-4.252e-05,4.84,-1.1192
-4.251e-05,4.76,-1.12
-4.250e-05,4.76,-1.1208
-4.249e-05,4.76,-1.12
-4.248e-05,4.76,-1.12
-4.247e-05,4.76,-1.1192
-4.246e-05,4.76,-1.12
-4.245e-05,4.76,-1.1192
-4.244e-05,4.92,-1.1192
-4.243e-05,4.84,-1.1192
-4.242e-05,4.76,-1.1192
-4.241e-05,4.76,-1.1192
-4.240e-05,4.76,-1.1192
-4.239e-05,4.84,-1.12
-4.238e-05,4.76,-1.1184
-4.237e-05,4.76,-1.12
-4.236e-05,4.84,-1.1184
-4.235e-05,4.76,-1.1192
-4.234e-05,4.84,-1.1192
-4.233e-05,4.84,-1.1192
-4.232e-05,4.76,-1.1176
-4.231e-05,4.76,-1.1176
-4.230e-05,4.68,-1.1176
-4.229e-05,4.76,-1.1192
-4.228e-05,4.68,-1.1184
