Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-4.875e-05,4.6,9.97,0.0473
-4.874e-05,4.6,9.95,0.0479
-4.873e-05,4.4,9.95,0.0473
-4.872e-05,4.6,9.97,0.0477
-4.871e-05,4.6,9.97,0.0475
-4.870e-05,4.8,9.95,0.0473
-4.869e-05,4.6,9.93,0.0475
-4.868e-05,4.6,9.95,0.0473
-4.867e-05,4.6,9.95,0.0477
-4.866e-05,4.6,9.97,0.0481
-4.865e-05,4.4,9.95,0.0477
-4.864e-05,4.8,9.97,0.0481
-4.863e-05,4.6,9.95,0.0477
-4.862e-05,4.8,9.97,0.0477
-4.861e-05,4.6,9.95,0.0475
-4.860e-05,4.6,9.95,0.0477
-4.859e-05,4.6,9.95,0.0475
-4.858e-05,4.8,9.95,0.0477
-4.857e-05,4.6,9.95,0.0475
-4.856e-05,4.8,9.97,0.0475
-4.855e-05,4.6,9.95,0.0479
-4.854e-05,4.8,9.97,0.0475
-4.853e-05,4.4,9.95,0.0477
-4.852e-05,4.6,9.95,0.0477
-4.851e-05,4.8,9.95,0.0479
-4.850e-05,4.6,9.97,0.0477
-4.849e-05,4.8,9.95,0.0477
-4.848e-05,4.6,9.95,0.0477
-4.847e-05,4.6,9.93,0.0473
-4.846e-05,4.6,9.95,0.0479
-4.845e-05,4.6,9.95,0.0479
-4.844e-05,4.6,9.95,0.0475
-4.843e-05,4.6,9.95,0.0475
-4.842e-05,4.6,9.95,0.0477
-4.841e-05,4.4,9.95,0.0477
-4.840e-05,4.6,9.95,0.0475
-4.839e-05,4.4,9.93,0.0479
-4.838e-05,4.6,9.95,0.0475
-4.837e-05,4.6,9.93,0.0483
-4.836e-05,4.6,9.95,0.0479
-4.835e-05,4.8,9.95,0.0477
-4.834e-05,4.6,9.93,0.0475
-4.833e-05,4.6,9.93,0.0475
-4.832e-05,4.6,9.93,0.0475
-4.831e-05,4.8,9.93,0.0477
-4.830e-05,4.6,9.95,0.0473
-4.829e-05,4.6,9.95,0.0477
-4.828e-05,4.6,9.95,0.0473
-4.827e-05,4.6,9.95,0.0475
-4.826e-05,4.6,9.93,0.0479
-4.825e-05,4.8,9.93,0.0473
-4.824e-05,4.6,9.95,0.0477
-4.823e-05,4.8,9.93,0.0473
-4.822e-05,4.8,9.95,0.0477
-4.821e-05,4.6,9.95,0.0477
-4.820e-05,4.6,9.95,0.0477
-4.819e-05,4.6,9.93,0.0477
-4.818e-05,4.8,9.93,0.0473
-4.817e-05,4.6,9.95,0.0475
-4.816e-05,4.6,9.93,0.0477
-4.815e-05,4.6,9.95,0.0473
-4.814e-05,4.6,9.91,0.0477
-4.813e-05,4.6,9.95,0.0477
-4.812e-05,4.6,9.93,0.0477
-4.811e-05,4.6,9.95,0.0475
-4.810e-05,4.6,9.95,0.0473
-4.809e-05,4.2,9.93,0.0477
-4.808e-05,4.8,9.95,0.0477
-4.807e-05,4.6,9.95,0.0479
-4.806e-05,4.8,9.95,0.0473
-4.805e-05,4.6,9.95,0.0475
-4.804e-05,4.6,9.93,0.0477
-4.803e-05,4.6,9.95,0.0473
-4.802e-05,4.6,9.95,0.0479
-4.801e-05,4.6,9.93,0.0473
-4.800e-05,4.6,9.93,0.0479
-4.799e-05,4.6,9.95,0.0473
-4.798e-05,4.6,9.93,0.0479
-4.797e-05,4.6,9.93,0.0477
-4.796e-05,4.6,9.93,0.0477
-4.795e-05,4.6,9.93,0.0473
-4.794e-05,4.6,9.95,0.0477
-4.793e-05,4.8,9.93,0.0477
-4.792e-05,4.4,9.93,0.0475
-4.791e-05,4.4,9.93,0.0479
-4.790e-05,4.8,9.93,0.0477
-4.789e-05,4.6,9.91,0.0473
-4.788e-05,4.6,9.93,0.0475
-4.787e-05,4.8,9.91,0.0479
-4.786e-05,4.4,9.95,0.0473
-4.785e-05,4.6,9.95,0.0475
-4.784e-05,4.6,9.93,0.0475
-4.783e-05,4.6,9.93,0.0473
-4.782e-05,4.8,9.93,0.0477
-4.781e-05,4.6,9.93,0.0475
-4.780e-05,4.6,9.93,0.0477
-4.779e-05,4.6,9.91,0.0473
-4.778e-05,4.4,9.93,0.0477
-4.777e-05,4.6,9.93,0.0473
-4.776e-05,4.6,9.93,0.0475
-4.775e-05,4.6,9.91,0.0473
-4.774e-05,4.6,9.93,0.0475
-4.773e-05,4.6,9.93,0.0473
-4.772e-05,4.4,9.93,0.0477
-4.771e-05,4.6,9.93,0.0477
-4.770e-05,4.6,9.93,0.0477
-4.769e-05,4.6,9.93,0.0477
-4.768e-05,4.6,9.93,0.0475
-4.767e-05,4.6,9.93,0.0477
-4.766e-05,4.6,9.93,0.0471
-4.765e-05,4.6,9.93,0.0475
-4.764e-05,4.4,9.93,0.0479
-4.763e-05,4.6,9.91,0.0477
-4.762e-05,4.4,9.93,0.0475
-4.761e-05,4.6,9.91,0.0477
-4.760e-05,4.6,9.93,0.0475
-4.759e-05,4.6,9.93,0.0477
-4.758e-05,4.4,9.93,0.0473
-4.757e-05,4.4,9.91,0.0477
-4.756e-05,4.6,9.93,0.0475
-4.755e-05,4.6,9.93,0.0475
-4.754e-05,4.6,9.93,0.0473
-4.753e-05,4.4,9.93,0.0475
-4.752e-05,4.6,9.93,0.0473
-4.751e-05,4.6,9.93,0.0473
-4.750e-05,4.4,9.93,0.0475
-4.749e-05,4.6,9.93,0.0473
-4.748e-05,4.8,9.93,0.0477
-4.747e-05,4.8,9.89,0.0473
-4.746e-05,4.6,9.91,0.0473
-4.745e-05,4.8,9.93,0.0475
-4.744e-05,4.8,9.91,0.0475
-4.743e-05,4.4,9.91,0.0469
-4.742e-05,4.6,9.93,0.0477
-4.741e-05,4.6,9.91,0.0477
-4.740e-05,4.8,9.89,0.0471
-4.739e-05,4.6,9.89,0.0475
-4.738e-05,4.6,9.89,0.0473
-4.737e-05,4.6,9.93,0.0473
-4.736e-05,4.6,9.89,0.0475
-4.735e-05,4.6,9.91,0.0479
-4.734e-05,4.6,9.93,0.0471
-4.733e-05,4.6,9.93,0.0473
-4.732e-05,4.8,9.93,0.0473
-4.731e-05,4.6,9.91,0.0475
-4.730e-05,4.4,9.91,0.0473
-4.729e-05,4.6,9.93,0.0479
-4.728e-05,4.6,9.91,0.0475
-4.727e-05,4.6,9.93,0.0479
-4.726e-05,4.6,9.91,0.0475
-4.725e-05,4.8,9.91,0.0475
-4.724e-05,4.6,9.91,0.0475
-4.723e-05,4.6,9.91,0.0475
-4.722e-05,4.6,9.91,0.0473
-4.721e-05,4.6,9.91,0.0475
-4.720e-05,4.6,9.89,0.0473
-4.719e-05,4.4,9.89,0.0473
-4.718e-05,4.6,9.91,0.0475
-4.717e-05,4.6,9.89,0.0475
-4.716e-05,4.8,9.91,0.0477
-4.715e-05,4.6,9.91,0.0475
-4.714e-05,4.6,9.93,0.0469
-4.713e-05,4.6,9.93,0.0473
-4.712e-05,4.6,9.91,0.0473
-4.711e-05,4.8,9.89,0.0473
-4.710e-05,4.6,9.91,0.0477
-4.709e-05,4.6,9.89,0.0479
-4.708e-05,4.8,9.91,0.0475
-4.707e-05,4.6,9.89,0.0471
-4.706e-05,4.6,9.91,0.0473
-4.705e-05,4.6,9.91,0.0475
-4.704e-05,4.4,9.91,0.0473
-4.703e-05,4.6,9.91,0.0469
-4.702e-05,4.6,9.89,0.0475
-4.701e-05,4.4,9.91,0.0473
-4.700e-05,4.6,9.89,0.0475
-4.699e-05,4.6,9.91,0.0475
-4.698e-05,4.6,9.91,0.0477
-4.697e-05,4.6,9.91,0.0477
-4.696e-05,4.4,9.89,0.0475
-4.695e-05,4.6,9.93,0.0471
-4.694e-05,4.8,9.89,0.0477
-4.693e-05,4.6,9.91,0.0473
-4.692e-05,4.6,9.91,0.0475
-4.691e-05,4.6,9.89,0.0473
-4.690e-05,4.6,9.91,0.0473
-4.689e-05,4.4,9.89,0.0473
-4.688e-05,4.8,9.91,0.0473
-4.687e-05,4.6,9.91,0.0473
-4.686e-05,4.4,9.91,0.0473
-4.685e-05,3.2,9.91,0.0473
-4.684e-05,2.6,9.91,0.0471
-4.683e-05,3.2,9.91,0.0477
-4.682e-05,3.8,9.93,0.0479
-4.681e-05,3.6,9.93,0.0475
-4.680e-05,3.6,9.89,0.0475
-4.679e-05,3.4,9.93,0.0469
-4.678e-05,3.4,9.95,0.0477
-4.677e-05,3.2,9.99,0.0481
-4.676e-05,3.2,10.11,0.0481
-4.675e-05,3,10.11,0.0485
-4.674e-05,3,10.23,0.0477
-4.673e-05,2.8,10.07,0.0491
-4.672e-05,2.6,10.17,0.0485
-4.671e-05,2.4,10.27,0.0487
-4.670e-05,1,10.33,0.0487
-4.669e-05,-0.2,10.35,0.0503
-4.668e-05,-0.8,10.27,0.0501
-4.667e-05,-0.6,10.13,0.0509
-4.666e-05,0,10.09,0.0481
-4.665e-05,-0.2,10.05,0.0475
-4.664e-05,-0.8,10.07,0.0473
-4.663e-05,-1.8,10.01,0.0491
-4.662e-05,-2,10.09,0.0491
-4.661e-05,-1.8,10.13,0.0483
-4.660e-05,-1.4,10.05,0.0469
-4.659e-05,-0.8,9.83,0.0475
-4.658e-05,-0.8,9.81,0.0467
-4.657e-05,-1.4,9.87,0.0473
-4.656e-05,-1,9.93,0.0473
-4.655e-05,-1,9.91,0.0483
-4.654e-05,-0.6,9.87,0.0477
-4.653e-05,0,9.85,0.0471
-4.652e-05,0.4,9.85,0.0465
-4.651e-05,0.4,9.81,0.0467
-4.650e-05,0.4,9.81,0.0477
-4.649e-05,0.2,9.87,0.0477
-4.648e-05,0.4,9.93,0.0475
-4.647e-05,0.8,9.91,0.0469
-4.646e-05,1.6,9.85,0.0467
-4.645e-05,2.2,9.85,0.0475
-4.644e-05,2.2,9.91,0.0471
-4.643e-05,1.6,9.91,0.0475
-4.642e-05,1.6,9.93,0.0481
-4.641e-05,1.6,9.95,0.0481
-4.640e-05,1.8,10.01,0.0479
-4.639e-05,1.8,10.03,0.0475
-4.638e-05,2,9.99,0.0479
-4.637e-05,1.8,10.01,0.0481
-4.636e-05,1.4,10.07,0.0481
-4.635e-05,1.4,10.09,0.0481
-4.634e-05,1.2,10.09,0.0485
-4.633e-05,1,10.09,0.0483
-4.632e-05,0.8,10.09,0.0485
-4.631e-05,0.6,10.09,0.0485
-4.630e-05,0.4,10.07,0.0479
-4.629e-05,0,10.07,0.0483
-4.628e-05,-0.2,10.03,0.0483
-4.627e-05,-0.2,10.07,0.0481
-4.626e-05,-0.4,10.05,0.0479
-4.625e-05,-0.4,10.03,0.0483
-4.624e-05,-0.6,9.99,0.0479
-4.623e-05,-0.2,9.99,0.0475
-4.622e-05,-0.4,9.97,0.0473
-4.621e-05,-0.2,9.95,0.0477
-4.620e-05,-0.2,9.95,0.0481
-4.619e-05,-0.2,9.93,0.0475
-4.618e-05,-0.2,9.95,0.0477
-4.617e-05,0.2,9.93,0.0479
-4.616e-05,0.2,9.93,0.0477
-4.615e-05,0.4,9.91,0.0477
-4.614e-05,0.6,9.93,0.0473
-4.613e-05,0.8,9.93,0.0477
-4.612e-05,0.8,9.93,0.0479
-4.611e-05,0.6,9.95,0.0475
-4.610e-05,0.8,9.97,0.0479
-4.609e-05,1,9.97,0.0477
-4.608e-05,1,9.95,0.0477
-4.607e-05,1.2,9.97,0.0481
-4.606e-05,1,9.97,0.0479
-4.605e-05,1.2,10.01,0.0477
-4.604e-05,1.4,10.03,0.0481
-4.603e-05,1.2,10.01,0.0483
-4.602e-05,1,10.03,0.0481
-4.601e-05,1,10.03,0.0481
-4.600e-05,1,10.05,0.0483
-4.599e-05,0.6,10.05,0.0479
-4.598e-05,0.6,10.05,0.0483
-4.597e-05,0.6,10.05,0.0485
-4.596e-05,0.4,10.09,0.0479
-4.595e-05,0.2,10.07,0.0481
-4.594e-05,0.4,10.05,0.0479
-4.593e-05,0.4,10.05,0.0481
-4.592e-05,0.2,10.05,0.0481
-4.591e-05,0.4,10.03,0.0485
-4.590e-05,0.2,10.03,0.0479
-4.589e-05,0.2,10.03,0.0481
-4.588e-05,0,10.03,0.0477
-4.587e-05,0.4,10.01,0.0483
-4.586e-05,0,10.01,0.0479
-4.585e-05,0.2,10.01,0.0479
-4.584e-05,0.2,9.99,0.0481
-4.583e-05,0.2,9.99,0.0483
-4.582e-05,0.2,9.99,0.0481
-4.581e-05,0.4,9.99,0.0479
-4.580e-05,0.4,9.99,0.0475
-4.579e-05,0.4,9.97,0.0479
-4.578e-05,0.6,9.97,0.0481
-4.577e-05,0.6,9.99,0.0479
-4.576e-05,0.6,10.01,0.0477
-4.575e-05,0.4,9.99,0.0479
-4.574e-05,0.6,9.99,0.0475
-4.573e-05,0.8,10.01,0.0477
-4.572e-05,0.6,9.99,0.0475
-4.571e-05,0.8,10.01,0.0479
-4.570e-05,1,10.03,0.0481
-4.569e-05,0.6,10.03,0.0481
-4.568e-05,0.8,10.03,0.0479
-4.567e-05,0.8,10.05,0.0479
-4.566e-05,0.6,10.05,0.0479
-4.565e-05,0.6,10.05,0.0483
-4.564e-05,0.6,10.05,0.0485
-4.563e-05,0.6,10.07,0.0481
-4.562e-05,0.4,10.05,0.0481
-4.561e-05,0.6,10.05,0.0483
-4.560e-05,0.6,10.05,0.0479
-4.559e-05,0.4,10.07,0.0479
-4.558e-05,0.2,10.03,0.0481
-4.557e-05,0.4,10.05,0.0477
-4.556e-05,0.4,10.05,0.0479
-4.555e-05,0.4,10.03,0.0481
-4.554e-05,0.6,10.05,0.0483
-4.553e-05,0.4,10.03,0.0479
-4.552e-05,0.2,10.01,0.0479
-4.551e-05,0.4,10.03,0.0479
-4.550e-05,0.4,10.05,0.0479
-4.549e-05,0.2,10.01,0.0483
-4.548e-05,0.4,10.03,0.0487
-4.547e-05,0.6,10.03,0.0481
-4.546e-05,0.4,10.03,0.0481
-4.545e-05,0.6,10.03,0.0481
-4.544e-05,0.6,10.03,0.0481
-4.543e-05,0.4,10.03,0.0481
-4.542e-05,0.4,10.03,0.0483
-4.541e-05,0.6,10.01,0.0479
-4.540e-05,0.6,10.03,0.0483
-4.539e-05,0.6,10.03,0.0483
-4.538e-05,0.6,10.05,0.0485
-4.537e-05,0.6,10.05,0.0479
-4.536e-05,0.8,10.03,0.0477
-4.535e-05,0.8,10.07,0.0487
-4.534e-05,1,10.07,0.0479
-4.533e-05,0.8,10.07,0.0483
-4.532e-05,0.8,10.09,0.0481
-4.531e-05,0.6,10.07,0.0479
-4.530e-05,0.8,10.07,0.0483
-4.529e-05,0.8,10.07,0.0483
-4.528e-05,0.4,10.05,0.0483
-4.527e-05,0.4,10.07,0.0483
-4.526e-05,0.6,10.09,0.0481
-4.525e-05,0.6,10.07,0.0483
-4.524e-05,0.6,10.07,0.0481
-4.523e-05,0.4,10.07,0.0483
-4.522e-05,0.6,10.07,0.0485
-4.521e-05,0.4,10.09,0.0481
-4.520e-05,0.4,10.09,0.0485
-4.519e-05,0.6,10.05,0.0483
-4.518e-05,0.4,10.07,0.0483
-4.517e-05,0.6,10.07,0.0481
-4.516e-05,0.4,10.07,0.0483
-4.515e-05,0.4,10.07,0.0481
-4.514e-05,0.4,10.09,0.0479
-4.513e-05,0.4,10.05,0.0485
-4.512e-05,0.4,10.05,0.0479
-4.511e-05,0.6,10.09,0.0485
-4.510e-05,0.6,10.07,0.0489
-4.509e-05,0.6,10.07,0.0483
-4.508e-05,0.6,10.07,0.0483
-4.507e-05,0.6,10.07,0.0483
-4.506e-05,0.6,10.05,0.0481
-4.505e-05,0.6,10.09,0.0483
-4.504e-05,0.6,10.07,0.0487
-4.503e-05,0.4,10.07,0.0483
-4.502e-05,0.6,10.09,0.0483
-4.501e-05,0.6,10.07,0.0481
-4.500e-05,0.4,10.07,0.0483
-4.499e-05,0.6,10.09,0.0485
-4.498e-05,0.6,10.09,0.0485
-4.497e-05,0.4,10.07,0.0483
-4.496e-05,0.4,10.09,0.0481
-4.495e-05,0.6,10.09,0.0483
-4.494e-05,0.6,10.09,0.0483
-4.493e-05,0.6,10.09,0.0485
-4.492e-05,0.4,10.09,0.0483
-4.491e-05,0.4,10.09,0.0481
-4.490e-05,0.6,10.09,0.0485
-4.489e-05,0.6,10.11,0.0487
-4.488e-05,0.4,10.09,0.0483
-4.487e-05,0.6,10.09,0.0481
-4.486e-05,0.6,10.11,0.0483
-4.485e-05,0.4,10.09,0.0485
-4.484e-05,0.4,10.09,0.0485
-4.483e-05,0.4,10.09,0.0481
-4.482e-05,0.4,10.09,0.0487
-4.481e-05,0.2,10.09,0.0483
-4.480e-05,0.4,10.07,0.0485
-4.479e-05,0.6,10.09,0.0483
-4.478e-05,0.4,10.09,0.0485
-4.477e-05,0.6,10.09,0.0483
-4.476e-05,0.4,10.09,0.0483
-4.475e-05,0.4,10.09,0.0487
-4.474e-05,0.4,10.09,0.0485
-4.473e-05,0.6,10.09,0.0483
-4.472e-05,0.6,10.11,0.0487
-4.471e-05,0.6,10.11,0.0481
-4.470e-05,0.4,10.13,0.0481
-4.469e-05,0.6,10.09,0.0487
-4.468e-05,0.6,10.09,0.0485
-4.467e-05,0.4,10.09,0.0483
-4.466e-05,0.4,10.11,0.0485
-4.465e-05,0.4,10.11,0.0487
-4.464e-05,0.6,10.11,0.0485
-4.463e-05,0.6,10.13,0.0481
-4.462e-05,0.4,10.09,0.0481
-4.461e-05,0.6,10.11,0.0481
-4.460e-05,0.6,10.11,0.0483
-4.459e-05,0.6,10.11,0.0483
-4.458e-05,0.4,10.11,0.0483
-4.457e-05,0.4,10.09,0.0481
-4.456e-05,0.6,10.13,0.0487
-4.455e-05,0.2,10.11,0.0485
-4.454e-05,0.4,10.11,0.0483
-4.453e-05,0.4,10.11,0.0487
-4.452e-05,0.6,10.11,0.0483
-4.451e-05,0.2,10.11,0.0485
-4.450e-05,0.4,10.13,0.0489
-4.449e-05,0.4,10.15,0.0483
-4.448e-05,0.4,10.11,0.0487
-4.447e-05,0.4,10.11,0.0485
-4.446e-05,0.4,10.11,0.0487
-4.445e-05,0.4,10.13,0.0485
-4.444e-05,0.4,10.13,0.0485
-4.443e-05,0.4,10.09,0.0483
-4.442e-05,0.4,10.13,0.0483
-4.441e-05,0.4,10.11,0.0487
-4.440e-05,0.4,10.11,0.0485
-4.439e-05,0.4,10.11,0.0485
-4.438e-05,0.6,10.11,0.0483
-4.437e-05,0.6,10.09,0.0483
-4.436e-05,0.4,10.11,0.0485
-4.435e-05,0.4,10.13,0.0485
-4.434e-05,0.6,10.13,0.0489
-4.433e-05,0.6,10.11,0.0487
-4.432e-05,0.6,10.13,0.0491
-4.431e-05,0.4,10.11,0.0485
-4.430e-05,0.4,10.13,0.0489
-4.429e-05,0.6,10.13,0.0485
-4.428e-05,0.6,10.13,0.0485
-4.427e-05,0.6,10.13,0.0487
-4.426e-05,0.6,10.11,0.0483
-4.425e-05,0.4,10.11,0.0489
-4.424e-05,0.6,10.13,0.0483
-4.423e-05,0.6,10.13,0.0485
-4.422e-05,0.4,10.13,0.0487
-4.421e-05,0.6,10.11,0.0485
-4.420e-05,0.4,10.15,0.0487
-4.419e-05,0.6,10.13,0.0487
-4.418e-05,0.4,10.13,0.0487
-4.417e-05,0.4,10.13,0.0487
-4.416e-05,0.6,10.13,0.0489
-4.415e-05,0.4,10.15,0.0489
-4.414e-05,0.4,10.15,0.0485
-4.413e-05,0.6,10.13,0.0487
-4.412e-05,0.4,10.13,0.0487
-4.411e-05,0.6,10.13,0.0487
-4.410e-05,0.4,10.11,0.0487
-4.409e-05,0.6,10.13,0.0489
-4.408e-05,0.4,10.13,0.0485
-4.407e-05,0.6,10.13,0.0487
-4.406e-05,0.6,10.15,0.0489
-4.405e-05,0.6,10.17,0.0485
-4.404e-05,0.6,10.15,0.0489
-4.403e-05,0.4,10.13,0.0485
-4.402e-05,0.6,10.13,0.0487
-4.401e-05,0.2,10.13,0.0485
-4.400e-05,0.6,10.11,0.0487
-4.399e-05,0.6,10.15,0.0485
-4.398e-05,0.6,10.15,0.0485
-4.397e-05,0.4,10.15,0.0483
-4.396e-05,0.4,10.13,0.0485
-4.395e-05,0.6,10.15,0.0489
-4.394e-05,0.6,10.15,0.0485
-4.393e-05,0.4,10.13,0.0485
-4.392e-05,0.8,10.15,0.0489
-4.391e-05,1.8,10.17,0.0487
-4.390e-05,2.8,10.19,0.0491
-4.389e-05,2.8,10.17,0.0485
-4.388e-05,3,10.17,0.0487
-4.387e-05,3.6,10.11,0.0489
-4.386e-05,4.4,10.11,0.0483
-4.385e-05,4.2,10.17,0.0491
-4.384e-05,3.6,10.11,0.0485
-4.383e-05,3.2,10.07,0.0481
-4.382e-05,3.4,10.07,0.0481
-4.381e-05,3.4,10.09,0.0479
-4.380e-05,3.8,10.11,0.0485
-4.379e-05,3.8,10.05,0.0481
-4.378e-05,3.8,10.03,0.0481
-4.377e-05,3.8,10.03,0.0485
-4.376e-05,3.8,10.07,0.0477
-4.375e-05,3.8,10.05,0.0483
-4.374e-05,3.4,10.03,0.0483
-4.373e-05,3.6,10.07,0.0479
-4.372e-05,3.8,10.05,0.0477
-4.371e-05,3.8,10.03,0.0477
-4.370e-05,4,10.01,0.0479
-4.369e-05,4,10.01,0.0485
-4.368e-05,4.2,10.07,0.0485
-4.367e-05,4.2,10.07,0.0477
-4.366e-05,4.2,10.09,0.0485
-4.365e-05,4.4,10.11,0.0487
-4.364e-05,4.6,10.15,0.0487
-4.363e-05,4.6,10.15,0.0487
-4.362e-05,4.4,10.11,0.0487
-4.361e-05,4.6,10.09,0.0483
-4.360e-05,4.8,10.11,0.0485
-4.359e-05,4.8,10.13,0.0483
-4.358e-05,4.6,10.13,0.0487
-4.357e-05,4.2,10.13,0.0491
-4.356e-05,4.4,10.13,0.0487
-4.355e-05,4.6,10.11,0.0485
-4.354e-05,4.6,10.09,0.0483
-4.353e-05,4.6,10.07,0.0485
-4.352e-05,4.6,10.09,0.0485
-4.351e-05,4.6,10.13,0.0483
-4.350e-05,4.4,10.11,0.0483
-4.349e-05,4.4,10.13,0.0485
-4.348e-05,4.8,10.11,0.0483
-4.347e-05,4.8,10.11,0.0485
-4.346e-05,4.6,10.11,0.0487
-4.345e-05,4.6,10.11,0.0485
-4.344e-05,4.4,10.13,0.0491
-4.343e-05,4.6,10.13,0.0487
-4.342e-05,4.6,10.15,0.0487
-4.341e-05,4.6,10.11,0.0485
-4.340e-05,4.6,10.13,0.0485
-4.339e-05,4.6,10.09,0.0485
-4.338e-05,4.4,10.11,0.0483
-4.337e-05,4.6,10.09,0.0483
-4.336e-05,4.6,10.13,0.0487
-4.335e-05,4.6,10.13,0.0485
-4.334e-05,4.4,10.13,0.0485
-4.333e-05,4.6,10.11,0.0483
-4.332e-05,4.6,10.09,0.0485
-4.331e-05,4.6,10.11,0.0487
-4.330e-05,4.6,10.13,0.0487
-4.329e-05,4.6,10.11,0.0487
-4.328e-05,4.6,10.11,0.0487
-4.327e-05,4.6,10.11,0.0485
-4.326e-05,4.4,10.11,0.0481
-4.325e-05,4.6,10.11,0.0479
-4.324e-05,4.8,10.15,0.0483
-4.323e-05,4.6,10.11,0.0483
-4.322e-05,4.6,10.13,0.0483
-4.321e-05,4.6,10.13,0.0485
-4.320e-05,4.6,10.13,0.0487
-4.319e-05,4.6,10.09,0.0485
-4.318e-05,4.6,10.09,0.0489
-4.317e-05,4.6,10.11,0.0485
-4.316e-05,4.8,10.13,0.0485
-4.315e-05,4.8,10.11,0.0485
-4.314e-05,4.4,10.11,0.0489
-4.313e-05,4.6,10.11,0.0487
-4.312e-05,4.6,10.11,0.0483
-4.311e-05,4.8,10.11,0.0487
-4.310e-05,4.6,10.13,0.0479
-4.309e-05,4.6,10.11,0.0479
-4.308e-05,4.6,10.13,0.0481
-4.307e-05,4.6,10.13,0.0487
-4.306e-05,4.6,10.09,0.0487
-4.305e-05,4.6,10.11,0.0483
-4.304e-05,4.8,10.11,0.0485
-4.303e-05,4.6,10.11,0.0485
-4.302e-05,4.6,10.11,0.0485
-4.301e-05,4.4,10.09,0.0483
-4.300e-05,4.6,10.09,0.0485
-4.299e-05,4.6,10.09,0.0485
-4.298e-05,4.6,10.11,0.0483
-4.297e-05,4.6,10.07,0.0487
-4.296e-05,4.6,10.07,0.0483
-4.295e-05,4.8,10.11,0.0485
-4.294e-05,4.6,10.11,0.0483
-4.293e-05,4.6,10.11,0.0487
-4.292e-05,4.4,10.11,0.0485
-4.291e-05,4.6,10.11,0.0487
-4.290e-05,4.4,10.11,0.0485
-4.289e-05,4.6,10.11,0.0487
-4.288e-05,4.6,10.11,0.0489
-4.287e-05,4.6,10.09,0.0483
