Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-3.170e-05,0.3,9.404,0.0455
-3.169e-05,0.1,9.404,0.0453
-3.168e-05,-0.1,9.404,0.0457
-3.167e-05,0.5,9.404,0.0457
-3.166e-05,0.3,9.42,0.0455
-3.165e-05,0.3,9.396,0.0453
-3.164e-05,0.3,9.412,0.0455
-3.163e-05,0.3,9.404,0.0459
-3.162e-05,0.3,9.412,0.0455
-3.161e-05,0.3,9.412,0.0453
-3.160e-05,0.5,9.412,0.0453
-3.159e-05,0.1,9.412,0.0453
-3.158e-05,0.3,9.404,0.0453
-3.157e-05,0.3,9.412,0.0455
-3.156e-05,0.3,9.412,0.0455
-3.155e-05,0.5,9.404,0.0457
-3.154e-05,0.3,9.404,0.0459
-3.153e-05,0.5,9.412,0.0453
-3.152e-05,0.1,9.42,0.0455
-3.151e-05,0.3,9.404,0.0455
-3.150e-05,0.3,9.404,0.0455
-3.149e-05,0.5,9.404,0.0455
-3.148e-05,0.3,9.404,0.0453
-3.147e-05,0.1,9.412,0.0453
-3.146e-05,0.3,9.412,0.0457
-3.145e-05,0.3,9.404,0.0455
-3.144e-05,0.3,9.412,0.0455
-3.143e-05,0.5,9.404,0.0457
-3.142e-05,0.3,9.412,0.0459
-3.141e-05,0.5,9.404,0.0459
-3.140e-05,0.3,9.412,0.0455
-3.139e-05,0.5,9.42,0.0457
-3.138e-05,0.3,9.404,0.0459
-3.137e-05,0.3,9.412,0.0461
-3.136e-05,0.3,9.42,0.0457
-3.135e-05,0.3,9.404,0.0453
-3.134e-05,0.1,9.412,0.0455
-3.133e-05,0.3,9.412,0.0455
-3.132e-05,0.5,9.412,0.0459
-3.131e-05,0.1,9.412,0.0455
-3.130e-05,0.3,9.404,0.0459
-3.129e-05,0.5,9.412,0.0457
-3.128e-05,0.5,9.412,0.0455
-3.127e-05,0.5,9.412,0.0453
-3.126e-05,0.3,9.412,0.0455
-3.125e-05,0.3,9.412,0.0455
-3.124e-05,0.5,9.42,0.0455
-3.123e-05,0.3,9.412,0.0457
-3.122e-05,0.3,9.42,0.0455
-3.121e-05,0.1,9.42,0.0457
-3.120e-05,0.3,9.412,0.0455
-3.119e-05,0.3,9.42,0.0453
-3.118e-05,0.3,9.42,0.0455
-3.117e-05,0.3,9.42,0.0455
-3.116e-05,0.3,9.412,0.0457
-3.115e-05,0.3,9.42,0.0457
-3.114e-05,0.3,9.42,0.0457
-3.113e-05,0.3,9.428,0.0459
-3.112e-05,0.3,9.412,0.0459
-3.111e-05,0.3,9.412,0.0455
-3.110e-05,0.3,9.428,0.0453
-3.109e-05,0.3,9.428,0.0453
-3.108e-05,0.3,9.42,0.0457
-3.107e-05,0.1,9.412,0.0461
-3.106e-05,0.5,9.412,0.0455
-3.105e-05,0.5,9.412,0.0453
-3.104e-05,0.3,9.42,0.0455
-3.103e-05,0.3,9.42,0.0457
-3.102e-05,0.5,9.42,0.0457
-3.101e-05,0.3,9.42,0.0455
-3.100e-05,0.3,9.412,0.0453
-3.099e-05,0.3,9.428,0.0453
-3.098e-05,0.3,9.42,0.0453
-3.097e-05,0.3,9.42,0.0453
-3.096e-05,0.3,9.42,0.0459
-3.095e-05,0.3,9.412,0.0459
-3.094e-05,0.5,9.428,0.0457
-3.093e-05,0.3,9.428,0.0457
-3.092e-05,0.3,9.428,0.0457
-3.091e-05,0.1,9.42,0.0455
-3.090e-05,0.3,9.412,0.0453
-3.089e-05,0.3,9.412,0.0457
-3.088e-05,0.3,9.42,0.0459
-3.087e-05,0.3,9.42,0.0455
-3.086e-05,0.3,9.428,0.0457
-3.085e-05,0.5,9.42,0.0455
-3.084e-05,0.5,9.42,0.0459
-3.083e-05,0.3,9.42,0.0453
-3.082e-05,0.3,9.412,0.0455
-3.081e-05,0.3,9.42,0.0457
-3.080e-05,0.3,9.428,0.0455
-3.079e-05,0.3,9.42,0.0459
-3.078e-05,0.5,9.428,0.0457
-3.077e-05,0.3,9.428,0.0451
-3.076e-05,0.3,9.42,0.0455
-3.075e-05,0.3,9.428,0.0459
-3.074e-05,0.5,9.412,0.0455
-3.073e-05,0.5,9.42,0.0455
-3.072e-05,0.3,9.42,0.0459
-3.071e-05,0.3,9.428,0.0455
-3.070e-05,0.5,9.428,0.0453
-3.069e-05,0.3,9.428,0.0459
-3.068e-05,0.1,9.428,0.0453
-3.067e-05,0.5,9.42,0.0459
-3.066e-05,0.3,9.428,0.0455
-3.065e-05,0.3,9.436,0.0455
-3.064e-05,0.5,9.428,0.0455
-3.063e-05,0.3,9.428,0.0455
-3.062e-05,0.3,9.436,0.0453
-3.061e-05,0.3,9.436,0.0457
-3.060e-05,0.1,9.428,0.0457
-3.059e-05,0.3,9.428,0.0457
-3.058e-05,0.3,9.428,0.0455
-3.057e-05,0.3,9.428,0.0461
-3.056e-05,0.3,9.428,0.0457
-3.055e-05,0.5,9.428,0.0459
-3.054e-05,0.3,9.42,0.0457
-3.053e-05,0.5,9.436,0.0457
-3.052e-05,0.3,9.428,0.0455
-3.051e-05,0.5,9.428,0.0457
-3.050e-05,0.3,9.42,0.0455
-3.049e-05,0.3,9.436,0.0455
-3.048e-05,0.5,9.42,0.0457
-3.047e-05,0.3,9.42,0.0457
-3.046e-05,0.3,9.428,0.0457
-3.045e-05,0.1,9.42,0.0453
-3.044e-05,0.3,9.428,0.0457
-3.043e-05,0.3,9.436,0.0457
-3.042e-05,0.3,9.428,0.0455
-3.041e-05,0.3,9.428,0.0457
-3.040e-05,0.3,9.436,0.0457
-3.039e-05,0.3,9.436,0.0451
-3.038e-05,0.3,9.428,0.0457
-3.037e-05,0.3,9.42,0.0459
-3.036e-05,0.1,9.428,0.0463
-3.035e-05,0.3,9.436,0.0459
-3.034e-05,0.5,9.444,0.0457
-3.033e-05,0.3,9.436,0.0455
-3.032e-05,0.5,9.428,0.0455
-3.031e-05,0.3,9.428,0.0461
-3.030e-05,0.5,9.436,0.0459
-3.029e-05,0.1,9.436,0.0455
-3.028e-05,0.5,9.436,0.0457
-3.027e-05,0.3,9.42,0.0457
-3.026e-05,0.3,9.436,0.0455
-3.025e-05,0.5,9.436,0.0459
-3.024e-05,0.5,9.428,0.0457
-3.023e-05,0.3,9.436,0.0453
-3.022e-05,0.3,9.436,0.0453
-3.021e-05,0.5,9.428,0.0457
-3.020e-05,0.3,9.428,0.0457
-3.019e-05,0.3,9.436,0.0459
-3.018e-05,0.5,9.436,0.0457
-3.017e-05,0.3,9.436,0.0457
-3.016e-05,0.5,9.428,0.0457
-3.015e-05,0.5,9.436,0.0459
-3.014e-05,0.5,9.436,0.0457
-3.013e-05,0.3,9.444,0.0457
-3.012e-05,0.3,9.436,0.0455
-3.011e-05,0.3,9.436,0.0453
-3.010e-05,0.3,9.428,0.0455
-3.009e-05,0.3,9.428,0.0459
-3.008e-05,0.5,9.428,0.0457
-3.007e-05,0.3,9.428,0.0451
-3.006e-05,0.5,9.436,0.0455
-3.005e-05,0.3,9.444,0.0455
-3.004e-05,0.3,9.436,0.0453
-3.003e-05,0.3,9.444,0.0455
-3.002e-05,0.3,9.444,0.0455
-3.001e-05,0.7,9.444,0.0455
-3.000e-05,0.3,9.436,0.0453
-2.999e-05,0.3,9.436,0.0455
-2.998e-05,0.1,9.444,0.0453
-2.997e-05,0.3,9.444,0.0453
-2.996e-05,0.3,9.436,0.0451
-2.995e-05,0.3,9.444,0.0457
-2.994e-05,0.3,9.436,0.0457
-2.993e-05,0.3,9.436,0.0455
-2.992e-05,0.3,9.436,0.0459
-2.991e-05,0.3,9.436,0.0461
-2.990e-05,0.3,9.444,0.0457
-2.989e-05,0.3,9.436,0.0457
-2.988e-05,0.3,9.436,0.0455
-2.987e-05,0.3,9.436,0.0457
-2.986e-05,0.3,9.444,0.0455
-2.985e-05,0.3,9.444,0.0457
-2.984e-05,0.3,9.444,0.0457
-2.983e-05,0.1,9.452,0.0455
-2.982e-05,0.5,9.436,0.0451
-2.981e-05,0.3,9.444,0.0459
-2.980e-05,0.1,9.436,0.0449
-2.979e-05,0.3,9.436,0.0457
-2.978e-05,0.3,9.444,0.0457
-2.977e-05,0.5,9.436,0.0457
-2.976e-05,0.3,9.436,0.0457
-2.975e-05,0.3,9.452,0.0457
-2.974e-05,0.3,9.436,0.0461
-2.973e-05,0.3,9.436,0.0453
-2.972e-05,0.3,9.444,0.0455
-2.971e-05,0.3,9.444,0.0457
-2.970e-05,0.5,9.436,0.0457
-2.969e-05,0.3,9.444,0.0455
-2.968e-05,0.5,9.436,0.0457
-2.967e-05,0.1,9.444,0.0455
-2.966e-05,0.1,9.444,0.0457
-2.965e-05,0.3,9.444,0.0455
-2.964e-05,0.5,9.436,0.0455
-2.963e-05,0.5,9.436,0.0455
-2.962e-05,1.1,9.436,0.0455
-2.961e-05,2.3,9.444,0.0459
-2.960e-05,2.7,9.42,0.0455
-2.959e-05,2.7,9.42,0.0451
-2.958e-05,3.5,9.388,0.0453
-2.957e-05,4.1,9.364,0.0459
-2.956e-05,4.3,9.42,0.0457
-2.955e-05,3.7,9.452,0.0457
-2.954e-05,3.1,9.404,0.0451
-2.953e-05,3.1,9.316,0.0459
-2.952e-05,3.5,9.34,0.0451
-2.951e-05,3.7,9.364,0.0449
-2.950e-05,4.1,9.356,0.0451
-2.949e-05,3.9,9.276,0.0453
-2.948e-05,3.9,9.324,0.0453
-2.947e-05,3.7,9.42,0.0445
-2.946e-05,3.5,9.484,0.0453
-2.945e-05,3.5,9.468,0.0461
-2.944e-05,3.3,9.444,0.0461
-2.943e-05,3.9,9.42,0.0447
-2.942e-05,3.9,9.404,0.0447
-2.941e-05,3.9,9.372,0.0455
-2.940e-05,4.1,9.404,0.0461
-2.939e-05,3.5,9.46,0.0461
-2.938e-05,3.5,9.508,0.0459
-2.937e-05,3.7,9.46,0.0455
-2.936e-05,4.1,9.388,0.0459
-2.935e-05,4.7,9.372,0.0449
-2.934e-05,4.9,9.412,0.0447
-2.933e-05,4.5,9.412,0.0455
-2.932e-05,4.3,9.428,0.0461
-2.931e-05,3.9,9.436,0.0457
-2.930e-05,4.5,9.444,0.0453
-2.929e-05,4.7,9.42,0.0453
-2.928e-05,5.1,9.388,0.0451
-2.927e-05,5.1,9.396,0.0455
-2.926e-05,4.5,9.428,0.0457
-2.925e-05,4.5,9.452,0.0455
-2.924e-05,4.3,9.452,0.0461
-2.923e-05,4.7,9.428,0.0459
-2.922e-05,4.7,9.42,0.0455
-2.921e-05,4.9,9.412,0.0451
-2.920e-05,4.7,9.412,0.0453
-2.919e-05,4.3,9.412,0.0457
-2.918e-05,4.7,9.412,0.0453
-2.917e-05,4.5,9.452,0.0455
-2.916e-05,4.5,9.428,0.0453
-2.915e-05,4.7,9.412,0.0459
-2.914e-05,4.7,9.404,0.0455
-2.913e-05,4.7,9.412,0.0455
-2.912e-05,4.7,9.428,0.0453
-2.911e-05,4.5,9.42,0.0453
-2.910e-05,4.7,9.412,0.0457
-2.909e-05,4.7,9.42,0.0451
-2.908e-05,4.5,9.412,0.0457
-2.907e-05,4.5,9.404,0.0453
-2.906e-05,4.5,9.404,0.0459
-2.905e-05,4.9,9.412,0.0457
-2.904e-05,4.7,9.42,0.0457
-2.903e-05,4.7,9.42,0.0459
-2.902e-05,4.5,9.42,0.0455
-2.901e-05,4.7,9.412,0.0457
-2.900e-05,4.7,9.42,0.0453
-2.899e-05,4.5,9.42,0.0455
-2.898e-05,4.5,9.412,0.0457
-2.897e-05,4.3,9.412,0.0459
-2.896e-05,4.7,9.42,0.0457
-2.895e-05,4.7,9.428,0.0459
-2.894e-05,4.7,9.412,0.0457
-2.893e-05,4.7,9.412,0.0455
-2.892e-05,4.7,9.412,0.0457
-2.891e-05,4.7,9.42,0.0455
-2.890e-05,4.7,9.42,0.0459
-2.889e-05,4.5,9.412,0.0457
-2.888e-05,4.5,9.412,0.0457
-2.887e-05,4.7,9.412,0.0451
-2.886e-05,4.5,9.428,0.0451
-2.885e-05,4.5,9.42,0.0457
-2.884e-05,4.5,9.42,0.0457
-2.883e-05,4.7,9.42,0.0455
-2.882e-05,4.5,9.412,0.0459
-2.881e-05,4.7,9.412,0.0459
-2.880e-05,4.7,9.42,0.0457
-2.879e-05,4.5,9.412,0.0453
-2.878e-05,4.7,9.42,0.0455
-2.877e-05,4.5,9.412,0.0457
-2.876e-05,4.7,9.412,0.0457
-2.875e-05,4.5,9.412,0.0457
-2.874e-05,4.7,9.404,0.0457
-2.873e-05,4.5,9.412,0.0459
-2.872e-05,4.7,9.42,0.0457
-2.871e-05,4.5,9.42,0.0455
-2.870e-05,4.7,9.412,0.0457
-2.869e-05,4.9,9.412,0.0457
-2.868e-05,4.7,9.412,0.0459
-2.867e-05,4.5,9.412,0.0457
-2.866e-05,4.5,9.404,0.0455
-2.865e-05,4.3,9.412,0.0457
-2.864e-05,4.7,9.404,0.0455
-2.863e-05,4.5,9.412,0.0457
-2.862e-05,4.5,9.404,0.0457
-2.861e-05,4.7,9.404,0.0459
-2.860e-05,4.5,9.412,0.0455
-2.859e-05,4.7,9.42,0.0457
-2.858e-05,4.7,9.412,0.0455
-2.857e-05,4.7,9.412,0.0453
-2.856e-05,4.5,9.412,0.0455
-2.855e-05,4.5,9.412,0.0455
-2.854e-05,4.7,9.412,0.0457
-2.853e-05,4.5,9.412,0.0453
-2.852e-05,4.5,9.412,0.0451
-2.851e-05,4.7,9.404,0.0459
-2.850e-05,4.5,9.396,0.0453
-2.849e-05,4.5,9.404,0.0453
-2.848e-05,4.7,9.412,0.0453
-2.847e-05,4.7,9.412,0.0453
-2.846e-05,4.5,9.404,0.0457
-2.845e-05,4.5,9.404,0.0453
-2.844e-05,4.7,9.396,0.0459
-2.843e-05,4.3,9.412,0.0453
-2.842e-05,4.5,9.404,0.0457
-2.841e-05,4.5,9.412,0.0457
-2.840e-05,4.7,9.404,0.0457
-2.839e-05,4.5,9.396,0.0453
-2.838e-05,4.5,9.412,0.0455
-2.837e-05,4.5,9.396,0.0457
-2.836e-05,4.5,9.404,0.0457
-2.835e-05,4.7,9.412,0.0457
-2.834e-05,4.5,9.404,0.0457
-2.833e-05,4.7,9.404,0.0457
-2.832e-05,4.5,9.396,0.0455
-2.831e-05,4.7,9.396,0.0459
-2.830e-05,4.7,9.412,0.0453
-2.829e-05,4.5,9.404,0.0457
-2.828e-05,4.5,9.396,0.0457
-2.827e-05,4.5,9.404,0.0455
-2.826e-05,4.5,9.404,0.0455
-2.825e-05,4.7,9.404,0.0449
-2.824e-05,4.9,9.404,0.0457
-2.823e-05,4.5,9.396,0.0455
-2.822e-05,4.5,9.396,0.0455
-2.821e-05,4.7,9.396,0.0453
-2.820e-05,4.5,9.396,0.0453
-2.819e-05,4.5,9.396,0.0453
-2.818e-05,4.7,9.388,0.0451
-2.817e-05,4.5,9.404,0.0453
-2.816e-05,4.3,9.404,0.0457
-2.815e-05,4.5,9.388,0.0453
-2.814e-05,4.7,9.396,0.0457
-2.813e-05,4.7,9.404,0.0453
-2.812e-05,4.7,9.396,0.0453
-2.811e-05,4.5,9.396,0.0455
-2.810e-05,4.5,9.396,0.0455
-2.809e-05,4.7,9.396,0.0457
-2.808e-05,4.7,9.396,0.0453
-2.807e-05,4.7,9.388,0.0453
-2.806e-05,4.5,9.388,0.0455
-2.805e-05,4.7,9.396,0.0459
-2.804e-05,4.3,9.396,0.0457
-2.803e-05,4.5,9.396,0.0455
-2.802e-05,4.7,9.388,0.0457
-2.801e-05,4.5,9.388,0.0453
-2.800e-05,4.9,9.396,0.0453
-2.799e-05,4.5,9.396,0.0451
-2.798e-05,4.5,9.388,0.0453
-2.797e-05,4.5,9.396,0.0455
-2.796e-05,4.7,9.404,0.0451
-2.795e-05,4.3,9.38,0.0453
-2.794e-05,4.5,9.396,0.0453
-2.793e-05,4.7,9.396,0.0453
-2.792e-05,4.7,9.396,0.0457
-2.791e-05,4.7,9.396,0.0453
-2.790e-05,4.5,9.38,0.0455
-2.789e-05,4.5,9.388,0.0457
-2.788e-05,4.7,9.396,0.0457
-2.787e-05,4.5,9.388,0.0455
-2.786e-05,4.3,9.396,0.0457
-2.785e-05,4.7,9.388,0.0453
-2.784e-05,4.5,9.38,0.0457
-2.783e-05,4.3,9.388,0.0453
-2.782e-05,4.7,9.388,0.0457
-2.781e-05,4.7,9.396,0.0453
-2.780e-05,4.5,9.38,0.0453
-2.779e-05,4.7,9.388,0.0453
-2.778e-05,4.5,9.388,0.0451
-2.777e-05,4.5,9.38,0.0457
-2.776e-05,4.5,9.372,0.0455
-2.775e-05,4.5,9.38,0.0455
-2.774e-05,4.5,9.388,0.0455
-2.773e-05,4.7,9.38,0.0453
-2.772e-05,4.7,9.388,0.0457
-2.771e-05,4.9,9.388,0.0457
-2.770e-05,4.7,9.388,0.0455
-2.769e-05,4.5,9.388,0.0453
-2.768e-05,4.3,9.38,0.0457
-2.767e-05,4.7,9.38,0.0455
-2.766e-05,4.5,9.388,0.0453
-2.765e-05,4.7,9.388,0.0453
-2.764e-05,4.7,9.388,0.0457
-2.763e-05,4.7,9.388,0.0453
-2.762e-05,4.5,9.38,0.0455
-2.761e-05,4.5,9.38,0.0457
-2.760e-05,4.9,9.38,0.0453
-2.759e-05,4.5,9.388,0.0457
-2.758e-05,4.7,9.388,0.0455
-2.757e-05,4.5,9.38,0.0453
-2.756e-05,4.5,9.38,0.0455
-2.755e-05,4.7,9.388,0.0451
-2.754e-05,4.7,9.38,0.0451
-2.753e-05,4.5,9.38,0.0453
-2.752e-05,4.3,9.38,0.0455
-2.751e-05,4.7,9.38,0.0453
-2.750e-05,4.7,9.372,0.0455
-2.749e-05,4.7,9.372,0.0455
-2.748e-05,4.5,9.38,0.0455
-2.747e-05,4.7,9.372,0.0457
-2.746e-05,4.7,9.388,0.0453
-2.745e-05,4.5,9.38,0.0453
-2.744e-05,4.5,9.38,0.0449
-2.743e-05,4.7,9.372,0.0455
-2.742e-05,4.7,9.372,0.0449
-2.741e-05,4.5,9.38,0.0451
-2.740e-05,4.5,9.372,0.0455
-2.739e-05,4.7,9.38,0.0455
-2.738e-05,4.7,9.38,0.0453
-2.737e-05,4.5,9.38,0.0451
-2.736e-05,4.5,9.38,0.0453
-2.735e-05,4.7,9.372,0.0457
-2.734e-05,4.7,9.372,0.0453
-2.733e-05,4.3,9.38,0.0455
-2.732e-05,4.5,9.38,0.0453
-2.731e-05,4.5,9.372,0.0453
-2.730e-05,4.3,9.38,0.0457
-2.729e-05,4.5,9.372,0.0453
-2.728e-05,4.7,9.372,0.0457
-2.727e-05,4.5,9.372,0.0457
-2.726e-05,4.5,9.388,0.0453
-2.725e-05,4.5,9.372,0.0453
-2.724e-05,4.5,9.388,0.0459
-2.723e-05,4.7,9.364,0.0453
-2.722e-05,4.7,9.364,0.0455
-2.721e-05,4.5,9.372,0.0453
-2.720e-05,4.7,9.372,0.0455
-2.719e-05,4.7,9.364,0.0455
-2.718e-05,4.7,9.372,0.0453
-2.717e-05,4.7,9.372,0.0451
-2.716e-05,4.9,9.38,0.0455
-2.715e-05,4.7,9.38,0.0453
-2.714e-05,4.5,9.372,0.0453
-2.713e-05,4.7,9.364,0.0455
-2.712e-05,4.5,9.364,0.0453
-2.711e-05,4.5,9.372,0.0451
-2.710e-05,4.5,9.364,0.0451
-2.709e-05,4.5,9.372,0.0453
-2.708e-05,4.5,9.372,0.0451
-2.707e-05,4.7,9.372,0.0453
-2.706e-05,4.5,9.372,0.0453
-2.705e-05,4.5,9.364,0.0455
-2.704e-05,4.7,9.372,0.0451
-2.703e-05,4.5,9.372,0.0451
-2.702e-05,4.5,9.356,0.0453
-2.701e-05,4.3,9.356,0.0455
-2.700e-05,4.7,9.364,0.0453
-2.699e-05,4.7,9.364,0.0449
-2.698e-05,4.7,9.364,0.0453
-2.697e-05,4.5,9.356,0.0453
-2.696e-05,4.5,9.364,0.0453
-2.695e-05,4.5,9.364,0.0451
-2.694e-05,4.5,9.372,0.0451
-2.693e-05,4.7,9.364,0.0455
-2.692e-05,4.7,9.356,0.0455
-2.691e-05,4.7,9.356,0.0453
-2.690e-05,4.5,9.364,0.0453
-2.689e-05,4.7,9.364,0.0453
-2.688e-05,4.5,9.364,0.0451
-2.687e-05,4.5,9.364,0.0451
-2.686e-05,4.7,9.356,0.0451
-2.685e-05,4.7,9.364,0.0453
-2.684e-05,4.5,9.364,0.0453
-2.683e-05,4.5,9.356,0.0453
-2.682e-05,4.5,9.364,0.0453
-2.681e-05,4.5,9.364,0.0453
-2.680e-05,4.7,9.364,0.0451
-2.679e-05,4.7,9.356,0.0453
-2.678e-05,4.5,9.364,0.0453
-2.677e-05,4.5,9.356,0.0451
-2.676e-05,4.5,9.364,0.0451
-2.675e-05,4.5,9.364,0.0451
-2.674e-05,4.7,9.356,0.0453
-2.673e-05,4.5,9.356,0.0453
-2.672e-05,4.5,9.356,0.0449
-2.671e-05,4.7,9.356,0.0453
-2.670e-05,4.5,9.364,0.0453
-2.669e-05,4.5,9.356,0.0453
-2.668e-05,4.9,9.356,0.0449
-2.667e-05,4.7,9.364,0.0453
-2.666e-05,4.5,9.356,0.0451
-2.665e-05,4.5,9.356,0.0451
-2.664e-05,4.7,9.348,0.0453
-2.663e-05,4.7,9.356,0.0453
-2.662e-05,4.7,9.356,0.0451
-2.661e-05,4.5,9.356,0.0451
-2.660e-05,4.5,9.34,0.0451
-2.659e-05,4.5,9.348,0.0455
-2.658e-05,4.7,9.356,0.0455
-2.657e-05,4.7,9.348,0.0453
-2.656e-05,4.5,9.356,0.0457
-2.655e-05,4.5,9.356,0.0453
-2.654e-05,4.7,9.356,0.0455
-2.653e-05,4.7,9.348,0.0453
-2.652e-05,4.7,9.356,0.0453
-2.651e-05,4.5,9.356,0.0453
-2.650e-05,4.5,9.356,0.0453
-2.649e-05,4.5,9.356,0.0453
-2.648e-05,4.5,9.356,0.0453
-2.647e-05,4.7,9.356,0.0451
-2.646e-05,4.7,9.356,0.0449
-2.645e-05,4.5,9.356,0.0453
-2.644e-05,4.5,9.348,0.0453
-2.643e-05,4.5,9.348,0.0453
-2.642e-05,4.5,9.356,0.0455
-2.641e-05,4.7,9.356,0.0451
-2.640e-05,4.7,9.34,0.0453
-2.639e-05,4.5,9.34,0.0457
-2.638e-05,4.7,9.34,0.0453
-2.637e-05,4.7,9.348,0.0449
-2.636e-05,4.7,9.348,0.0451
-2.635e-05,4.5,9.348,0.0453
-2.634e-05,4.7,9.34,0.0453
-2.633e-05,4.5,9.348,0.0453
-2.632e-05,4.5,9.356,0.0451
-2.631e-05,4.7,9.34,0.0451
-2.630e-05,4.5,9.356,0.0449
-2.629e-05,4.5,9.34,0.0455
-2.628e-05,4.5,9.348,0.0453
-2.627e-05,4.9,9.348,0.0453
-2.626e-05,4.7,9.356,0.0451
-2.625e-05,4.7,9.356,0.0455
-2.624e-05,4.5,9.348,0.0453
-2.623e-05,4.7,9.34,0.0449
-2.622e-05,4.7,9.34,0.0451
-2.621e-05,4.7,9.34,0.0451
-2.620e-05,4.5,9.34,0.0453
-2.619e-05,4.5,9.332,0.0449
-2.618e-05,4.5,9.348,0.0453
-2.617e-05,4.5,9.34,0.0453
-2.616e-05,4.7,9.34,0.0455
-2.615e-05,4.5,9.348,0.0449
-2.614e-05,4.5,9.34,0.0453
-2.613e-05,4.5,9.34,0.0451
-2.612e-05,4.7,9.332,0.0449
-2.611e-05,4.5,9.34,0.0451
-2.610e-05,4.7,9.348,0.0451
-2.609e-05,4.5,9.34,0.0453
-2.608e-05,4.5,9.34,0.0451
-2.607e-05,4.7,9.34,0.0459
-2.606e-05,4.7,9.34,0.0453
-2.605e-05,4.5,9.348,0.0453
-2.604e-05,4.5,9.332,0.0451
-2.603e-05,4.5,9.34,0.0451
-2.602e-05,4.7,9.34,0.0451
-2.601e-05,4.7,9.332,0.0453
-2.600e-05,4.5,9.348,0.0451
-2.599e-05,4.5,9.34,0.0451
-2.598e-05,4.7,9.34,0.0453
-2.597e-05,4.5,9.332,0.0453
-2.596e-05,4.5,9.34,0.0447
-2.595e-05,4.5,9.348,0.0451
-2.594e-05,4.5,9.332,0.0451
-2.593e-05,4.5,9.332,0.0451
-2.592e-05,4.7,9.332,0.0451
-2.591e-05,4.5,9.34,0.0453
-2.590e-05,4.5,9.34,0.0449
-2.589e-05,4.7,9.34,0.0453
-2.588e-05,4.5,9.34,0.0447
-2.587e-05,4.5,9.34,0.0449
-2.586e-05,4.7,9.332,0.0453
-2.585e-05,4.5,9.332,0.0449
-2.584e-05,4.7,9.332,0.0453
-2.583e-05,4.7,9.332,0.0451
-2.582e-05,4.5,9.34,0.0451
-2.581e-05,4.7,9.34,0.0451
-2.580e-05,4.5,9.332,0.0451
-2.579e-05,4.7,9.34,0.0453
-2.578e-05,4.5,9.332,0.0451
-2.577e-05,4.9,9.332,0.0447
-2.576e-05,4.7,9.324,0.0451
-2.575e-05,4.5,9.332,0.0449
-2.574e-05,4.5,9.332,0.0451
-2.573e-05,4.3,9.324,0.0451
-2.572e-05,4.7,9.34,0.0449
-2.571e-05,4.7,9.34,0.0453
-2.570e-05,4.5,9.332,0.0453
-2.569e-05,4.5,9.332,0.0453
-2.568e-05,4.7,9.324,0.0451
-2.567e-05,4.7,9.324,0.0453
-2.566e-05,4.7,9.332,0.0451
-2.565e-05,4.5,9.332,0.0453
-2.564e-05,4.5,9.332,0.0453
-2.563e-05,4.7,9.332,0.0449
-2.562e-05,4.7,9.332,0.0453
-2.561e-05,4.5,9.332,0.0451
-2.560e-05,4.7,9.324,0.0455
-2.559e-05,4.9,9.324,0.0451
-2.558e-05,4.5,9.324,0.0451
-2.557e-05,4.5,9.324,0.0449
-2.556e-05,4.5,9.324,0.0449
-2.555e-05,4.5,9.332,0.0455
-2.554e-05,4.7,9.332,0.0449
-2.553e-05,4.7,9.324,0.0449
-2.552e-05,4.5,9.324,0.0447
-2.551e-05,4.7,9.324,0.0451
-2.550e-05,4.5,9.332,0.0453
-2.549e-05,4.5,9.324,0.0449
-2.548e-05,4.7,9.332,0.0449
-2.547e-05,4.7,9.332,0.0449
-2.546e-05,4.5,9.332,0.0449
-2.545e-05,4.7,9.324,0.0453
-2.544e-05,4.5,9.324,0.0449
-2.543e-05,4.5,9.332,0.0451
-2.542e-05,4.5,9.324,0.0453
-2.541e-05,4.5,9.316,0.0447
-2.540e-05,4.7,9.324,0.0451
-2.539e-05,4.7,9.332,0.0451
-2.538e-05,4.5,9.324,0.0451
-2.537e-05,4.5,9.324,0.0453
-2.536e-05,4.7,9.324,0.0451
-2.535e-05,4.5,9.324,0.0451
-2.534e-05,4.7,9.332,0.0451
-2.533e-05,4.7,9.324,0.0451
-2.532e-05,4.9,9.316,0.0453
-2.531e-05,4.7,9.324,0.0453
-2.530e-05,4.7,9.324,0.0453
-2.529e-05,4.7,9.316,0.0455
-2.528e-05,4.5,9.316,0.0453
-2.527e-05,4.7,9.316,0.0451
-2.526e-05,4.7,9.308,0.0449
-2.525e-05,4.7,9.316,0.0449
-2.524e-05,4.7,9.316,0.0449
-2.523e-05,4.5,9.324,0.0453
-2.522e-05,4.7,9.324,0.0451
-2.521e-05,4.7,9.316,0.0453
-2.520e-05,4.5,9.316,0.0451
-2.519e-05,4.5,9.332,0.0451
-2.518e-05,4.5,9.332,0.0449
-2.517e-05,4.7,9.316,0.0455
-2.516e-05,4.7,9.308,0.0451
-2.515e-05,4.7,9.316,0.0453
-2.514e-05,4.7,9.308,0.0449
-2.513e-05,4.7,9.316,0.0451
-2.512e-05,4.5,9.316,0.0451
-2.511e-05,4.5,9.316,0.0449
-2.510e-05,4.5,9.308,0.0447
-2.509e-05,4.7,9.316,0.0447
-2.508e-05,4.7,9.308,0.0447
-2.507e-05,4.5,9.316,0.0447
