Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-4.875e-05,4.8,8.36,0.0407
-4.874e-05,4.4,8.38,0.0407
-4.873e-05,4.6,8.34,0.0407
-4.872e-05,4.6,8.34,0.0407
-4.871e-05,4.6,8.36,0.0411
-4.870e-05,4.4,8.36,0.0405
-4.869e-05,4.6,8.36,0.0407
-4.868e-05,4.6,8.38,0.0407
-4.867e-05,4.6,8.36,0.0407
-4.866e-05,4.6,8.36,0.0403
-4.865e-05,4.4,8.36,0.0407
-4.864e-05,4.6,8.36,0.0409
-4.863e-05,4.4,8.38,0.0405
-4.862e-05,4.6,8.36,0.0403
-4.861e-05,4.6,8.34,0.0405
-4.860e-05,4.6,8.38,0.0407
-4.859e-05,4.4,8.36,0.0405
-4.858e-05,4.4,8.34,0.0407
-4.857e-05,4.6,8.36,0.0407
-4.856e-05,4.6,8.38,0.0409
-4.855e-05,4.6,8.38,0.0405
-4.854e-05,4.8,8.36,0.0407
-4.853e-05,4.6,8.36,0.0407
-4.852e-05,4.6,8.36,0.0403
-4.851e-05,4.6,8.36,0.0405
-4.850e-05,4.8,8.36,0.0409
-4.849e-05,4.6,8.34,0.0409
-4.848e-05,4.6,8.36,0.0407
-4.847e-05,4.4,8.36,0.0403
-4.846e-05,4.4,8.36,0.0407
-4.845e-05,4.6,8.36,0.0409
-4.844e-05,4.6,8.38,0.0407
-4.843e-05,4.6,8.36,0.0403
-4.842e-05,4.6,8.34,0.0405
-4.841e-05,4.6,8.36,0.0407
-4.840e-05,4.4,8.36,0.0413
-4.839e-05,4.6,8.36,0.0405
-4.838e-05,4.4,8.34,0.0407
-4.837e-05,4.8,8.36,0.0409
-4.836e-05,4.4,8.34,0.0405
-4.835e-05,4.6,8.38,0.0405
-4.834e-05,4.2,8.36,0.0409
-4.833e-05,4.6,8.34,0.0405
-4.832e-05,4.6,8.38,0.0407
-4.831e-05,4.6,8.36,0.0405
-4.830e-05,4.6,8.36,0.0409
-4.829e-05,4.6,8.36,0.0407
-4.828e-05,4.8,8.34,0.0407
-4.827e-05,4.6,8.36,0.0411
-4.826e-05,4.4,8.38,0.0407
-4.825e-05,4.6,8.36,0.0409
-4.824e-05,4.6,8.34,0.0405
-4.823e-05,4.8,8.36,0.0407
-4.822e-05,4.6,8.36,0.0403
-4.821e-05,4.6,8.36,0.0405
-4.820e-05,4.6,8.36,0.0403
-4.819e-05,4.6,8.34,0.0405
-4.818e-05,4.6,8.36,0.0403
-4.817e-05,4.6,8.34,0.0407
-4.816e-05,4.6,8.36,0.0403
-4.815e-05,4.6,8.38,0.0405
-4.814e-05,4.6,8.34,0.0407
-4.813e-05,4.8,8.34,0.0409
-4.812e-05,4.6,8.32,0.0405
-4.811e-05,4.6,8.34,0.0407
-4.810e-05,4.4,8.36,0.0405
-4.809e-05,4.6,8.36,0.0405
-4.808e-05,4.6,8.34,0.0405
-4.807e-05,4.6,8.36,0.0407
-4.806e-05,4.6,8.32,0.0405
-4.805e-05,4.4,8.36,0.0407
-4.804e-05,4.6,8.34,0.0407
-4.803e-05,4.8,8.36,0.0405
-4.802e-05,4.8,8.34,0.0407
-4.801e-05,4.6,8.34,0.0405
-4.800e-05,4.6,8.34,0.0405
-4.799e-05,4.2,8.34,0.0407
-4.798e-05,4.4,8.34,0.0403
-4.797e-05,4.6,8.34,0.0407
-4.796e-05,4.6,8.34,0.0407
-4.795e-05,4.6,8.34,0.0405
-4.794e-05,4.6,8.34,0.0407
-4.793e-05,4.6,8.34,0.0407
-4.792e-05,4.6,8.34,0.0407
-4.791e-05,4.6,8.34,0.0403
-4.790e-05,4.4,8.36,0.0405
-4.789e-05,4.6,8.34,0.0409
-4.788e-05,4.8,8.34,0.0407
-4.787e-05,4.6,8.34,0.0407
-4.786e-05,4.6,8.36,0.0405
-4.785e-05,4.4,8.34,0.0403
-4.784e-05,4.4,8.34,0.0407
-4.783e-05,4.6,8.34,0.0405
-4.782e-05,4.6,8.36,0.0405
-4.781e-05,4.4,8.34,0.0405
-4.780e-05,4.4,8.34,0.0407
-4.779e-05,4.6,8.32,0.0405
-4.778e-05,4.4,8.34,0.0401
-4.777e-05,4.8,8.34,0.0405
-4.776e-05,4.6,8.34,0.0407
-4.775e-05,4.4,8.34,0.0405
-4.774e-05,4.6,8.36,0.0407
-4.773e-05,4.6,8.34,0.0405
-4.772e-05,4.6,8.34,0.0407
-4.771e-05,4.6,8.34,0.0403
-4.770e-05,4.6,8.34,0.0405
-4.769e-05,4.6,8.36,0.0403
-4.768e-05,4.4,8.34,0.0407
-4.767e-05,4.6,8.34,0.0407
-4.766e-05,4.6,8.32,0.0405
-4.765e-05,4.6,8.34,0.0407
-4.764e-05,4.6,8.34,0.0403
-4.763e-05,4.6,8.34,0.0409
-4.762e-05,4.4,8.34,0.0405
-4.761e-05,4.6,8.34,0.0401
-4.760e-05,4.6,8.36,0.0403
-4.759e-05,4.6,8.32,0.0405
-4.758e-05,4.8,8.34,0.0407
-4.757e-05,4.8,8.34,0.0407
-4.756e-05,4.6,8.36,0.0405
-4.755e-05,4.6,8.34,0.0407
-4.754e-05,4.6,8.34,0.0407
-4.753e-05,4.6,8.34,0.0405
-4.752e-05,4.8,8.34,0.0403
-4.751e-05,4.8,8.34,0.0401
-4.750e-05,4.4,8.32,0.0407
-4.749e-05,4.8,8.34,0.0405
-4.748e-05,4.6,8.32,0.0405
-4.747e-05,4.8,8.34,0.0409
-4.746e-05,4.6,8.32,0.0401
-4.745e-05,4.4,8.34,0.0405
-4.744e-05,4.6,8.34,0.0403
-4.743e-05,4.6,8.32,0.0409
-4.742e-05,4.8,8.34,0.0407
-4.741e-05,4.6,8.32,0.0403
-4.740e-05,4.4,8.34,0.0405
-4.739e-05,4.6,8.32,0.0405
-4.738e-05,4.4,8.32,0.0409
-4.737e-05,4.8,8.34,0.0403
-4.736e-05,4.4,8.34,0.0407
-4.735e-05,4.6,8.34,0.0403
-4.734e-05,4.4,8.32,0.0407
-4.733e-05,4.8,8.34,0.0405
-4.732e-05,4.8,8.34,0.0405
-4.731e-05,4.8,8.32,0.0405
-4.730e-05,4.6,8.34,0.0405
-4.729e-05,4.6,8.34,0.0407
-4.728e-05,4.6,8.34,0.0407
-4.727e-05,4.4,8.32,0.0401
-4.726e-05,4.6,8.32,0.0401
-4.725e-05,4.8,8.34,0.0405
-4.724e-05,4.6,8.34,0.0405
-4.723e-05,4.4,8.32,0.0405
-4.722e-05,4.6,8.32,0.0403
-4.721e-05,4.6,8.34,0.0403
-4.720e-05,4.6,8.32,0.0407
-4.719e-05,4.8,8.34,0.0405
-4.718e-05,4.6,8.34,0.0405
-4.717e-05,4.6,8.32,0.0405
-4.716e-05,4.4,8.34,0.0405
-4.715e-05,4.8,8.34,0.0403
-4.714e-05,4.6,8.34,0.0401
-4.713e-05,4.6,8.32,0.0407
-4.712e-05,4.6,8.34,0.0409
-4.711e-05,4.6,8.32,0.0407
-4.710e-05,4.4,8.34,0.0407
-4.709e-05,4.6,8.32,0.0401
-4.708e-05,4.4,8.34,0.0403
-4.707e-05,4.6,8.34,0.0403
-4.706e-05,4.6,8.32,0.0405
-4.705e-05,4.6,8.32,0.0407
-4.704e-05,4.6,8.34,0.0409
-4.703e-05,4.4,8.34,0.0407
-4.702e-05,4.4,8.34,0.0403
-4.701e-05,4.8,8.32,0.0405
-4.700e-05,4.6,8.34,0.0407
-4.699e-05,4.6,8.32,0.0405
-4.698e-05,4.6,8.3,0.0405
-4.697e-05,4.6,8.32,0.0405
-4.696e-05,4.8,8.32,0.0403
-4.695e-05,4.6,8.32,0.0403
-4.694e-05,4.4,8.34,0.0407
-4.693e-05,4.6,8.34,0.0407
-4.692e-05,4.6,8.32,0.0405
-4.691e-05,4.6,8.32,0.0405
-4.690e-05,4.6,8.32,0.0405
-4.689e-05,4.6,8.32,0.0407
-4.688e-05,4.8,8.34,0.0407
-4.687e-05,4.6,8.32,0.0405
-4.686e-05,4.6,8.32,0.0405
-4.685e-05,4.6,8.32,0.0403
-4.684e-05,4.4,8.32,0.0409
-4.683e-05,4.6,8.34,0.0405
-4.682e-05,4.4,8.32,0.0405
-4.681e-05,4.6,8.32,0.0403
-4.680e-05,4.6,8.32,0.0407
-4.679e-05,4.4,8.32,0.0403
-4.678e-05,4.6,8.36,0.0405
-4.677e-05,4.6,8.34,0.0403
-4.676e-05,4.4,8.3,0.0405
-4.675e-05,4.6,8.32,0.0407
-4.674e-05,4.6,8.32,0.0401
-4.673e-05,4.6,8.34,0.0407
-4.672e-05,4.6,8.32,0.0407
-4.671e-05,4.6,8.32,0.0405
-4.670e-05,4.4,8.32,0.0407
-4.669e-05,4.4,8.32,0.0405
-4.668e-05,4.6,8.34,0.0403
-4.667e-05,4.6,8.3,0.0403
-4.666e-05,4.6,8.3,0.0405
-4.665e-05,4.6,8.32,0.0405
-4.664e-05,4.4,8.32,0.0403
-4.663e-05,4.6,8.32,0.0403
-4.662e-05,4.6,8.32,0.0407
-4.661e-05,4.8,8.32,0.0407
-4.660e-05,4.4,8.34,0.0405
-4.659e-05,4.6,8.32,0.0403
-4.658e-05,4.6,8.32,0.0407
-4.657e-05,4.4,8.32,0.0405
-4.656e-05,4.6,8.34,0.0407
-4.655e-05,4.6,8.32,0.0407
-4.654e-05,4.6,8.3,0.0405
-4.653e-05,4.6,8.32,0.0401
-4.652e-05,4.6,8.32,0.0401
-4.651e-05,4.6,8.32,0.0405
-4.650e-05,4.8,8.3,0.0407
-4.649e-05,4.6,8.28,0.0405
-4.648e-05,4.6,8.32,0.0403
-4.647e-05,4.6,8.32,0.0403
-4.646e-05,4.6,8.32,0.0409
-4.645e-05,4.6,8.3,0.0405
-4.644e-05,4.6,8.32,0.0405
-4.643e-05,4.6,8.32,0.0405
-4.642e-05,4.6,8.32,0.0407
-4.641e-05,4.4,8.3,0.0407
-4.640e-05,4.4,8.32,0.0407
-4.639e-05,4.6,8.3,0.0403
-4.638e-05,4.6,8.32,0.0403
-4.637e-05,4.8,8.3,0.0405
-4.636e-05,4.8,8.32,0.0407
-4.635e-05,4.6,8.32,0.0405
-4.634e-05,4.8,8.3,0.0405
-4.633e-05,4.6,8.34,0.0405
-4.632e-05,4.6,8.34,0.0409
-4.631e-05,4.6,8.32,0.0403
-4.630e-05,4.6,8.32,0.0405
-4.629e-05,4.4,8.32,0.0405
-4.628e-05,4.6,8.3,0.0407
-4.627e-05,4.6,8.3,0.0407
-4.626e-05,4.6,8.3,0.0407
-4.625e-05,4.4,8.3,0.0405
-4.624e-05,4.6,8.3,0.0401
-4.623e-05,4.6,8.32,0.0405
-4.622e-05,4.8,8.32,0.0403
-4.621e-05,4.6,8.32,0.0407
-4.620e-05,4.6,8.32,0.0405
-4.619e-05,4.6,8.3,0.0407
-4.618e-05,4.6,8.34,0.0407
-4.617e-05,4.8,8.28,0.0407
-4.616e-05,4.4,8.32,0.0399
-4.615e-05,4.6,8.34,0.0401
-4.614e-05,4.6,8.32,0.0403
-4.613e-05,4.6,8.32,0.0403
-4.612e-05,4.6,8.3,0.0403
-4.611e-05,4.6,8.3,0.0401
-4.610e-05,4.6,8.3,0.0407
-4.609e-05,4.6,8.28,0.0405
-4.608e-05,4.6,8.32,0.0407
-4.607e-05,4.8,8.3,0.0407
-4.606e-05,4.6,8.32,0.0407
-4.605e-05,4.6,8.28,0.0403
-4.604e-05,4.6,8.32,0.0405
-4.603e-05,4.6,8.3,0.0409
-4.602e-05,4.6,8.3,0.0403
-4.601e-05,4.4,8.3,0.0403
-4.600e-05,4.6,8.32,0.0407
-4.599e-05,4.6,8.3,0.0405
-4.598e-05,4.6,8.32,0.0407
-4.597e-05,4.6,8.3,0.0405
-4.596e-05,4.6,8.32,0.0407
-4.595e-05,4.6,8.28,0.0403
-4.594e-05,4.6,8.3,0.0405
-4.593e-05,4.8,8.3,0.0401
-4.592e-05,4.6,8.3,0.0405
-4.591e-05,4.8,8.32,0.0407
-4.590e-05,4.6,8.28,0.0405
-4.589e-05,4.6,8.3,0.0407
-4.588e-05,4.4,8.32,0.0403
-4.587e-05,4.6,8.3,0.0407
-4.586e-05,4.6,8.3,0.0405
-4.585e-05,4.4,8.32,0.0401
-4.584e-05,4.6,8.3,0.0405
-4.583e-05,4.4,8.3,0.0405
-4.582e-05,4.6,8.3,0.0405
-4.581e-05,4.4,8.32,0.0403
-4.580e-05,4.6,8.3,0.0401
-4.579e-05,4.6,8.28,0.0403
-4.578e-05,4.6,8.32,0.0407
-4.577e-05,4.6,8.3,0.0405
-4.576e-05,4.6,8.3,0.0405
-4.575e-05,4.4,8.32,0.0405
-4.574e-05,4.4,8.28,0.0403
-4.573e-05,4.8,8.3,0.0407
-4.572e-05,4.2,8.28,0.0403
-4.571e-05,4.6,8.3,0.0403
-4.570e-05,4.6,8.3,0.0403
-4.569e-05,4.4,8.3,0.0405
-4.568e-05,4.6,8.32,0.0405
-4.567e-05,4.6,8.32,0.0403
-4.566e-05,4.4,8.3,0.0403
-4.565e-05,4.6,8.28,0.0403
-4.564e-05,4.8,8.28,0.0407
-4.563e-05,4.4,8.3,0.0407
-4.562e-05,4.4,8.3,0.0403
-4.561e-05,4.6,8.3,0.0407
-4.560e-05,4.6,8.3,0.0399
-4.559e-05,4.8,8.3,0.0405
-4.558e-05,4.6,8.3,0.0403
-4.557e-05,4.8,8.28,0.0405
-4.556e-05,4.6,8.28,0.0403
-4.555e-05,4.6,8.3,0.0401
-4.554e-05,4.8,8.28,0.0401
-4.553e-05,4.6,8.3,0.0403
-4.552e-05,4.6,8.3,0.0407
-4.551e-05,4.8,8.32,0.0403
-4.550e-05,4.8,8.3,0.0405
-4.549e-05,4.6,8.32,0.0401
-4.548e-05,4.2,8.28,0.0407
-4.547e-05,4.6,8.28,0.0405
-4.546e-05,4.4,8.26,0.0403
-4.545e-05,4.8,8.28,0.0405
-4.544e-05,4.6,8.3,0.0403
-4.543e-05,4.6,8.3,0.0405
-4.542e-05,4.6,8.3,0.0405
-4.541e-05,4.6,8.3,0.0399
-4.540e-05,4.6,8.3,0.0407
-4.539e-05,4.6,8.3,0.0403
-4.538e-05,4.6,8.3,0.0403
-4.537e-05,4.4,8.3,0.0407
-4.536e-05,4.6,8.3,0.0405
-4.535e-05,4.4,8.28,0.0403
-4.534e-05,4.4,8.28,0.0405
-4.533e-05,4.6,8.28,0.0405
-4.532e-05,4.4,8.3,0.0403
-4.531e-05,4.6,8.3,0.0405
-4.530e-05,4.8,8.3,0.0407
-4.529e-05,4.6,8.3,0.0403
-4.528e-05,4.6,8.3,0.0403
-4.527e-05,4.8,8.28,0.0405
-4.526e-05,4.6,8.28,0.0403
-4.525e-05,4.6,8.3,0.0405
-4.524e-05,4.6,8.3,0.0403
-4.523e-05,4.6,8.3,0.0405
-4.522e-05,4.6,8.28,0.0401
-4.521e-05,4.6,8.28,0.0403
-4.520e-05,4.6,8.28,0.0401
-4.519e-05,4.8,8.3,0.0403
-4.518e-05,4.6,8.3,0.0403
-4.517e-05,4.6,8.28,0.0401
-4.516e-05,4.6,8.28,0.0405
-4.515e-05,4.8,8.3,0.0401
-4.514e-05,4.6,8.28,0.0403
-4.513e-05,4.4,8.28,0.0403
-4.512e-05,4.6,8.28,0.0405
-4.511e-05,4.6,8.28,0.0405
-4.510e-05,4.6,8.28,0.0401
-4.509e-05,4.6,8.28,0.0397
-4.508e-05,4.6,8.3,0.0403
-4.507e-05,4.6,8.26,0.0405
-4.506e-05,4.6,8.3,0.0407
-4.505e-05,4.8,8.28,0.0399
-4.504e-05,4.6,8.28,0.0407
-4.503e-05,4.8,8.3,0.0403
-4.502e-05,4.6,8.28,0.0403
-4.501e-05,4.6,8.28,0.0401
-4.500e-05,4.6,8.3,0.0405
-4.499e-05,4.6,8.3,0.0401
-4.498e-05,4.6,8.28,0.0405
-4.497e-05,4.4,8.28,0.0401
-4.496e-05,4.8,8.28,0.0405
-4.495e-05,4.6,8.28,0.0405
-4.494e-05,4.8,8.28,0.0403
-4.493e-05,4.6,8.28,0.0401
-4.492e-05,4.4,8.3,0.0405
-4.491e-05,4.8,8.28,0.0403
-4.490e-05,4.6,8.28,0.0403
-4.489e-05,4.6,8.28,0.0401
-4.488e-05,4.6,8.28,0.0403
-4.487e-05,4.6,8.28,0.0403
-4.486e-05,4.4,8.28,0.0401
-4.485e-05,4.6,8.3,0.0405
-4.484e-05,4.6,8.26,0.0399
-4.483e-05,4.4,8.28,0.0403
-4.482e-05,4.4,8.28,0.0403
-4.481e-05,4.6,8.26,0.0401
-4.480e-05,4.8,8.28,0.0405
-4.479e-05,4.6,8.28,0.0401
-4.478e-05,4.6,8.26,0.0403
-4.477e-05,4.8,8.28,0.0401
-4.476e-05,4.6,8.28,0.0401
-4.475e-05,4.6,8.26,0.0401
-4.474e-05,4.6,8.3,0.0403
-4.473e-05,4.4,8.28,0.0401
-4.472e-05,4.4,8.28,0.0399
-4.471e-05,4.4,8.28,0.0403
-4.470e-05,4.6,8.28,0.0403
-4.469e-05,4.6,8.28,0.0405
-4.468e-05,4.4,8.26,0.0403
-4.467e-05,4.6,8.26,0.0405
-4.466e-05,4.6,8.28,0.0405
-4.465e-05,4.8,8.26,0.0405
-4.464e-05,4.6,8.28,0.0399
-4.463e-05,4.6,8.26,0.0401
-4.462e-05,4.4,8.28,0.0405
-4.461e-05,4.4,8.28,0.0403
-4.460e-05,4.8,8.3,0.0403
-4.459e-05,4.6,8.26,0.0401
-4.458e-05,4.4,8.28,0.0405
-4.457e-05,4.6,8.28,0.0405
-4.456e-05,4.6,8.28,0.0405
-4.455e-05,4.6,8.28,0.0403
-4.454e-05,4.6,8.28,0.0405
-4.453e-05,4.6,8.28,0.0403
-4.452e-05,4.6,8.26,0.0401
-4.451e-05,4.6,8.28,0.0403
-4.450e-05,4.8,8.26,0.0405
-4.449e-05,4.6,8.26,0.0399
-4.448e-05,4.4,8.26,0.0403
-4.447e-05,4.4,8.26,0.0399
-4.446e-05,4.6,8.26,0.0401
-4.445e-05,4.6,8.28,0.0403
-4.444e-05,4.6,8.26,0.0401
-4.443e-05,4.4,8.28,0.0403
-4.442e-05,4.6,8.28,0.0401
-4.441e-05,4.6,8.26,0.0401
-4.440e-05,4.6,8.26,0.0411
-4.439e-05,4.4,8.28,0.0405
-4.438e-05,4.6,8.28,0.0403
-4.437e-05,4.6,8.26,0.0403
-4.436e-05,4.8,8.28,0.0401
-4.435e-05,4.6,8.28,0.0403
-4.434e-05,4.6,8.26,0.0401
-4.433e-05,4.6,8.26,0.0405
-4.432e-05,4.4,8.26,0.0401
-4.431e-05,4.4,8.28,0.0403
-4.430e-05,4.6,8.28,0.0401
-4.429e-05,4.6,8.26,0.0403
-4.428e-05,4.8,8.26,0.0403
-4.427e-05,4.6,8.28,0.0401
-4.426e-05,4.6,8.26,0.0403
-4.425e-05,4.8,8.26,0.0403
-4.424e-05,4.6,8.26,0.0403
-4.423e-05,4.4,8.26,0.0403
-4.422e-05,4.6,8.26,0.0405
-4.421e-05,4.6,8.26,0.0399
-4.420e-05,4.6,8.26,0.0401
-4.419e-05,4.6,8.26,0.0401
-4.418e-05,4.6,8.26,0.0403
-4.417e-05,4.6,8.26,0.0405
-4.416e-05,4.6,8.26,0.0403
-4.415e-05,4.8,8.26,0.0403
-4.414e-05,4.6,8.26,0.0401
-4.413e-05,4.6,8.26,0.0401
-4.412e-05,4.8,8.26,0.0401
-4.411e-05,4.6,8.26,0.0401
-4.410e-05,4.6,8.28,0.0403
-4.409e-05,4.4,8.26,0.0405
-4.408e-05,4.8,8.26,0.0401
-4.407e-05,4.6,8.26,0.0401
-4.406e-05,4.6,8.26,0.0403
-4.405e-05,4.6,8.28,0.0399
-4.404e-05,4.8,8.26,0.0405
-4.403e-05,4.6,8.24,0.0403
-4.402e-05,4.8,8.26,0.0403
-4.401e-05,4.8,8.26,0.0403
-4.400e-05,4.6,8.24,0.0403
-4.399e-05,4.6,8.26,0.0403
-4.398e-05,4.6,8.28,0.0405
-4.397e-05,4.4,8.26,0.0405
-4.396e-05,4.6,8.26,0.0403
-4.395e-05,4.4,8.26,0.0403
-4.394e-05,4.6,8.26,0.0399
-4.393e-05,4.6,8.26,0.0405
-4.392e-05,4.6,8.26,0.0401
-4.391e-05,4.6,8.28,0.0401
-4.390e-05,4.6,8.26,0.0403
-4.389e-05,4.6,8.28,0.0403
-4.388e-05,4.6,8.26,0.0401
-4.387e-05,4.4,8.28,0.0403
-4.386e-05,4.6,8.26,0.0401
-4.385e-05,4.6,8.26,0.0407
-4.384e-05,4.6,8.26,0.0399
-4.383e-05,4.4,8.24,0.0399
-4.382e-05,4.4,8.26,0.0403
-4.381e-05,4.4,8.26,0.0399
-4.380e-05,4.6,8.26,0.0401
-4.379e-05,4.6,8.26,0.0401
-4.378e-05,4.6,8.24,0.0401
-4.377e-05,4.6,8.26,0.0399
-4.376e-05,4.8,8.24,0.0401
-4.375e-05,4.6,8.24,0.0399
-4.374e-05,4.6,8.26,0.0401
-4.373e-05,4.8,8.26,0.0401
-4.372e-05,4.6,8.26,0.0403
-4.371e-05,4.6,8.26,0.0401
-4.370e-05,4.8,8.26,0.0401
-4.369e-05,4.6,8.26,0.0399
-4.368e-05,4.4,8.22,0.0399
-4.367e-05,4.8,8.26,0.0405
-4.366e-05,4.8,8.24,0.0401
-4.365e-05,4.4,8.26,0.0403
-4.364e-05,4.6,8.26,0.0401
-4.363e-05,4.6,8.24,0.0403
-4.362e-05,4.6,8.26,0.0399
-4.361e-05,4.6,8.24,0.0401
-4.360e-05,4.8,8.26,0.0403
-4.359e-05,4.8,8.24,0.0399
-4.358e-05,4.6,8.26,0.0401
-4.357e-05,4.6,8.26,0.0403
-4.356e-05,4.6,8.24,0.0401
-4.355e-05,4.6,8.26,0.0397
-4.354e-05,4.8,8.24,0.0401
-4.353e-05,4.8,8.24,0.0405
-4.352e-05,4.4,8.26,0.0397
-4.351e-05,4.6,8.24,0.0407
-4.350e-05,4.6,8.26,0.0401
-4.349e-05,4.6,8.24,0.0399
-4.348e-05,4.8,8.26,0.0401
-4.347e-05,4.4,8.26,0.0401
-4.346e-05,4.6,8.24,0.0401
-4.345e-05,4.6,8.26,0.0401
-4.344e-05,4.6,8.26,0.0397
-4.343e-05,4.6,8.22,0.0399
-4.342e-05,4.6,8.24,0.0401
-4.341e-05,4.6,8.26,0.0401
-4.340e-05,4.4,8.26,0.0403
-4.339e-05,4.6,8.24,0.0401
-4.338e-05,4.4,8.24,0.0401
-4.337e-05,4.4,8.24,0.0401
-4.336e-05,4.6,8.26,0.0403
-4.335e-05,4.6,8.24,0.0401
-4.334e-05,4.4,8.26,0.0401
-4.333e-05,4.6,8.26,0.0397
-4.332e-05,4.6,8.24,0.0405
-4.331e-05,4.4,8.26,0.0403
-4.330e-05,4.6,8.24,0.0401
-4.329e-05,4.6,8.26,0.0397
-4.328e-05,4.6,8.26,0.0405
-4.327e-05,4.6,8.26,0.0403
-4.326e-05,4.6,8.24,0.0399
-4.325e-05,4.6,8.26,0.0401
-4.324e-05,4.6,8.24,0.0401
-4.323e-05,4.6,8.26,0.0403
-4.322e-05,4.6,8.26,0.0407
-4.321e-05,4.6,8.22,0.0403
-4.320e-05,4.6,8.24,0.0399
-4.319e-05,4.6,8.24,0.0401
-4.318e-05,4.4,8.24,0.0401
-4.317e-05,4.6,8.26,0.0399
-4.316e-05,4.6,8.26,0.0401
-4.315e-05,4.4,8.24,0.0403
-4.314e-05,4.8,8.26,0.0401
-4.313e-05,4.6,8.26,0.0397
-4.312e-05,4.6,8.26,0.0399
-4.311e-05,4.6,8.24,0.0403
-4.310e-05,4.6,8.24,0.0399
-4.309e-05,4.6,8.22,0.0399
-4.308e-05,4.6,8.24,0.0401
-4.307e-05,4.6,8.24,0.0399
-4.306e-05,4.6,8.24,0.0403
-4.305e-05,4.6,8.24,0.0403
-4.304e-05,4.4,8.24,0.0399
-4.303e-05,4.6,8.22,0.0403
-4.302e-05,4.6,8.24,0.0403
-4.301e-05,4.6,8.24,0.0401
-4.300e-05,4.6,8.22,0.0401
-4.299e-05,4.8,8.24,0.0403
-4.298e-05,4.6,8.24,0.0401
-4.297e-05,4.6,8.26,0.0401
-4.296e-05,4.6,8.24,0.0399
-4.295e-05,4.6,8.24,0.0401
-4.294e-05,4.6,8.24,0.0397
-4.293e-05,4.8,8.22,0.0403
-4.292e-05,4.6,8.24,0.0399
-4.291e-05,4.4,8.26,0.0403
-4.290e-05,4.6,8.24,0.0403
-4.289e-05,4.6,8.24,0.0399
-4.288e-05,4.6,8.26,0.0401
