Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-05,
Horizontal Delay,0,
Sample Interval,1e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,5.03,0
Vertical Scale,1,2
Vertical Position,2.2,-2.8
,,
,,
,,
Label,,
TIME,CH1,CH2
-2.604e-05,4.75,3.6
-2.603e-05,4.75,3.6
-2.602e-05,4.75,3.52
-2.601e-05,4.71,3.52
-2.600e-05,4.75,3.68
-2.599e-05,4.71,3.52
-2.598e-05,4.71,3.52
-2.597e-05,4.75,3.52
-2.596e-05,4.71,3.6
-2.595e-05,4.71,3.6
-2.594e-05,4.71,3.52
-2.593e-05,4.75,3.6
-2.592e-05,4.71,3.52
-2.591e-05,4.71,3.6
-2.590e-05,4.75,3.6
-2.589e-05,4.75,3.52
-2.588e-05,4.71,3.6
-2.587e-05,4.71,3.6
-2.586e-05,4.75,3.44
-2.585e-05,4.71,3.6
-2.584e-05,4.71,3.6
-2.583e-05,4.71,3.6
-2.582e-05,4.71,3.52
-2.581e-05,4.75,3.6
-2.580e-05,4.71,3.6
-2.579e-05,4.71,3.68
-2.578e-05,4.71,3.6
-2.577e-05,4.71,3.6
-2.576e-05,4.71,3.68
-2.575e-05,4.71,3.6
-2.574e-05,4.67,3.6
-2.573e-05,4.75,3.6
-2.572e-05,4.75,3.6
-2.571e-05,4.71,3.52
-2.570e-05,4.71,3.6
-2.569e-05,4.71,3.6
-2.568e-05,4.75,3.6
-2.567e-05,4.75,3.6
-2.566e-05,4.71,3.68
-2.565e-05,4.75,3.52
-2.564e-05,4.71,3.52
-2.563e-05,4.75,3.52
-2.562e-05,4.71,3.6
-2.561e-05,4.71,3.68
-2.560e-05,4.75,3.6
-2.559e-05,4.75,3.52
-2.558e-05,4.71,3.6
-2.557e-05,4.75,3.68
-2.556e-05,4.75,3.6
-2.555e-05,4.75,3.68
-2.554e-05,4.71,3.6
-2.553e-05,4.71,3.52
-2.552e-05,4.75,3.6
-2.551e-05,4.71,3.52
-2.550e-05,4.71,3.52
-2.549e-05,4.71,3.6
-2.548e-05,4.75,3.6
-2.547e-05,4.75,3.6
-2.546e-05,4.71,3.68
-2.545e-05,4.71,3.6
-2.544e-05,4.71,3.6
-2.543e-05,4.75,3.6
-2.542e-05,4.71,3.6
-2.541e-05,4.71,3.6
-2.540e-05,4.71,3.52
-2.539e-05,4.71,3.6
-2.538e-05,4.71,3.6
-2.537e-05,4.71,3.6
-2.536e-05,4.75,3.68
-2.535e-05,4.71,3.6
-2.534e-05,4.71,3.6
-2.533e-05,4.75,3.68
-2.532e-05,4.71,3.6
-2.531e-05,4.71,3.68
-2.530e-05,4.75,3.52
-2.529e-05,4.71,3.6
-2.528e-05,4.75,3.6
-2.527e-05,4.71,3.6
-2.526e-05,4.75,3.52
-2.525e-05,4.75,3.6
-2.524e-05,4.75,3.44
-2.523e-05,4.71,3.52
-2.522e-05,4.75,3.68
-2.521e-05,4.75,3.6
-2.520e-05,4.75,3.6
-2.519e-05,4.71,3.6
-2.518e-05,4.75,3.52
-2.517e-05,4.67,2.4
-2.516e-05,4.71,0.88
-2.515e-05,4.75,0.32
-2.514e-05,4.71,0.4
-2.513e-05,4.75,0.24
-2.512e-05,4.71,0.24
-2.511e-05,4.75,0.4
-2.510e-05,4.71,0.64
-2.509e-05,4.71,0.8
-2.508e-05,4.63,0.72
-2.507e-05,4.71,0.72
-2.506e-05,4.75,0.64
-2.505e-05,4.71,0.64
-2.504e-05,4.71,0.64
-2.503e-05,4.51,0.8
-2.502e-05,4.55,0.8
-2.501e-05,4.63,0.72
-2.500e-05,4.63,0.72
-2.499e-05,4.63,0.64
-2.498e-05,4.71,0.8
-2.497e-05,4.35,1.36
-2.496e-05,4.39,2
-2.495e-05,5.35,1.92
-2.494e-05,5.39,0.96
-2.493e-05,4.15,0.96
-2.492e-05,3.71,1.68
-2.491e-05,4.83,1.6
-2.490e-05,5.35,0.4
-2.489e-05,4.59,0.72
-2.488e-05,3.87,1.84
-2.487e-05,4.39,0.8
-2.486e-05,5.07,0.24
-2.485e-05,5.15,0.4
-2.484e-05,4.95,0.72
-2.483e-05,4.47,0.64
-2.482e-05,4.19,0.4
-2.481e-05,4.71,0.4
-2.480e-05,5.27,0.72
-2.479e-05,4.83,0.64
-2.478e-05,4.27,0.56
-2.477e-05,4.31,0.64
-2.476e-05,5.11,0.48
-2.475e-05,5.23,0.48
-2.474e-05,4.67,0.56
-2.473e-05,4.27,0.64
-2.472e-05,4.55,0.64
-2.471e-05,5.03,0.48
-2.470e-05,4.99,0.56
-2.469e-05,4.43,0.64
-2.468e-05,4.15,0.56
-2.467e-05,4.59,0.64
-2.466e-05,5.15,0.72
-2.465e-05,5.15,0.64
-2.464e-05,4.51,0.48
-2.463e-05,4.23,0.72
-2.462e-05,4.67,0.72
-2.461e-05,5.23,0.48
-2.460e-05,5.03,0.48
-2.459e-05,4.35,0.64
-2.458e-05,4.31,0.72
-2.457e-05,4.79,0.56
-2.456e-05,5.07,0.56
-2.455e-05,4.79,0.56
-2.454e-05,4.39,0.64
-2.453e-05,4.43,0.56
-2.452e-05,4.79,0.72
-2.451e-05,4.99,0.64
-2.450e-05,4.75,0.64
-2.449e-05,4.47,0.64
-2.448e-05,4.63,0.64
-2.447e-05,4.91,0.56
-2.446e-05,4.91,0.64
-2.445e-05,4.71,0.56
-2.444e-05,4.47,0.56
-2.443e-05,4.63,0.56
-2.442e-05,4.87,0.56
-2.441e-05,4.87,0.72
-2.440e-05,4.59,0.56
-2.439e-05,4.51,0.64
-2.438e-05,4.63,0.56
-2.437e-05,4.91,0.64
-2.436e-05,4.87,0.64
-2.435e-05,4.63,0.64
-2.434e-05,4.55,0.72
-2.433e-05,4.75,0.72
-2.432e-05,4.91,0.64
-2.431e-05,4.83,0.64
-2.430e-05,4.63,0.56
-2.429e-05,4.59,0.56
-2.428e-05,4.79,0.64
-2.427e-05,4.83,0.64
-2.426e-05,4.75,0.64
-2.425e-05,4.63,0.64
-2.424e-05,4.63,0.64
-2.423e-05,4.75,0.64
-2.422e-05,4.83,0.64
-2.421e-05,4.75,0.64
-2.420e-05,4.59,0.72
-2.419e-05,4.63,0.64
-2.418e-05,4.79,0.56
-2.417e-05,4.79,0.64
-2.416e-05,4.67,0.64
-2.415e-05,4.63,0.64
-2.414e-05,4.71,0.64
-2.413e-05,4.79,0.64
-2.412e-05,4.79,0.64
-2.411e-05,4.67,0.72
-2.410e-05,4.63,0.64
-2.409e-05,4.71,0.64
-2.408e-05,4.71,0.64
-2.407e-05,4.79,0.64
-2.406e-05,4.71,0.72
-2.405e-05,4.71,0.72
-2.404e-05,4.71,0.64
-2.403e-05,4.79,0.64
-2.402e-05,4.75,0.64
-2.401e-05,4.71,0.72
-2.400e-05,4.67,0.72
-2.399e-05,4.75,0.64
-2.398e-05,4.75,0.64
-2.397e-05,4.71,0.64
-2.396e-05,4.67,0.72
-2.395e-05,4.71,0.64
-2.394e-05,4.75,0.64
-2.393e-05,4.71,0.72
-2.392e-05,4.71,0.64
-2.391e-05,4.71,0.64
-2.390e-05,4.71,0.64
-2.389e-05,4.79,0.64
-2.388e-05,4.75,0.64
-2.387e-05,4.71,0.64
-2.386e-05,4.75,0.64
-2.385e-05,4.75,0.64
-2.384e-05,4.71,0.56
-2.383e-05,4.71,0.64
-2.382e-05,4.71,0.72
-2.381e-05,4.71,0.72
-2.380e-05,4.75,0.72
-2.379e-05,4.71,0.72
-2.378e-05,4.75,0.64
-2.377e-05,4.75,0.64
-2.376e-05,4.71,0.72
-2.375e-05,4.75,0.72
-2.374e-05,4.79,0.64
-2.373e-05,4.75,0.64
-2.372e-05,4.71,0.72
-2.371e-05,4.79,0.64
-2.370e-05,4.75,0.64
-2.369e-05,4.75,0.64
-2.368e-05,4.71,0.64
-2.367e-05,4.71,0.72
-2.366e-05,4.75,0.64
-2.365e-05,4.75,0.56
-2.364e-05,4.75,0.64
-2.363e-05,4.75,0.64
-2.362e-05,4.75,0.64
-2.361e-05,4.75,0.64
-2.360e-05,4.75,0.64
-2.359e-05,4.75,0.72
-2.358e-05,4.75,0.8
-2.357e-05,4.75,0.72
-2.356e-05,4.71,0.64
-2.355e-05,4.79,0.72
-2.354e-05,4.75,0.64
-2.353e-05,4.71,0.72
-2.352e-05,4.75,0.72
-2.351e-05,4.75,0.64
-2.350e-05,4.71,0.72
-2.349e-05,4.75,0.64
-2.348e-05,4.67,0.64
-2.347e-05,4.71,0.72
-2.346e-05,4.71,0.72
-2.345e-05,4.71,0.64
-2.344e-05,4.71,0.72
-2.343e-05,4.79,0.72
-2.342e-05,4.75,0.72
-2.341e-05,4.75,0.64
-2.340e-05,4.71,0.64
-2.339e-05,4.75,0.64
-2.338e-05,4.71,0.64
-2.337e-05,4.71,0.64
-2.336e-05,4.79,0.64
-2.335e-05,4.79,0.64
-2.334e-05,4.71,0.64
-2.333e-05,4.75,0.72
-2.332e-05,4.71,0.72
-2.331e-05,4.71,0.64
-2.330e-05,4.75,0.64
-2.329e-05,4.75,0.64
-2.328e-05,4.75,0.56
-2.327e-05,4.75,0.64
-2.326e-05,4.75,0.72
-2.325e-05,4.75,0.72
-2.324e-05,4.75,0.64
-2.323e-05,4.75,0.72
-2.322e-05,4.75,0.64
-2.321e-05,4.75,0.64
-2.320e-05,4.71,0.64
-2.319e-05,4.75,0.72
-2.318e-05,4.75,0.64
-2.317e-05,4.75,0.72
-2.316e-05,4.71,0.64
-2.315e-05,4.75,0.64
-2.314e-05,4.71,0.64
-2.313e-05,4.71,0.64
-2.312e-05,4.71,0.64
-2.311e-05,4.75,0.64
-2.310e-05,4.75,0.64
-2.309e-05,4.75,0.64
-2.308e-05,4.75,0.72
-2.307e-05,4.75,0.72
-2.306e-05,4.71,0.64
-2.305e-05,4.71,0.64
-2.304e-05,4.75,0.72
-2.303e-05,4.75,0.64
-2.302e-05,4.71,0.72
-2.301e-05,4.75,0.72
-2.300e-05,4.79,0.64
-2.299e-05,4.71,0.64
-2.298e-05,4.75,0.72
-2.297e-05,4.71,0.64
-2.296e-05,4.75,0.64
-2.295e-05,4.75,0.64
-2.294e-05,4.71,0.64
-2.293e-05,4.75,0.72
-2.292e-05,4.67,0.64
-2.291e-05,4.75,0.72
-2.290e-05,4.75,0.56
-2.289e-05,4.71,0.64
-2.288e-05,4.67,0.72
-2.287e-05,4.71,0.64
-2.286e-05,4.71,0.64
-2.285e-05,4.67,0.72
-2.284e-05,4.71,0.64
-2.283e-05,4.75,0.64
-2.282e-05,4.71,0.72
-2.281e-05,4.71,0.64
-2.280e-05,4.75,0.56
-2.279e-05,4.75,0.64
-2.278e-05,4.75,0.64
-2.277e-05,4.71,0.72
-2.276e-05,4.67,0.64
-2.275e-05,4.75,0.64
-2.274e-05,4.75,0.64
-2.273e-05,4.71,0.64
-2.272e-05,4.71,0.56
-2.271e-05,4.75,0.64
-2.270e-05,4.75,0.56
-2.269e-05,4.71,0.72
-2.268e-05,4.71,0.64
-2.267e-05,4.71,0.64
-2.266e-05,4.71,0.64
-2.265e-05,4.75,0.72
-2.264e-05,4.75,0.64
-2.263e-05,4.67,0.56
-2.262e-05,4.71,0.56
-2.261e-05,4.71,0.64
-2.260e-05,4.71,0.72
-2.259e-05,4.71,0.64
-2.258e-05,4.71,0.64
-2.257e-05,4.71,0.72
-2.256e-05,4.71,0.64
-2.255e-05,4.75,0.64
-2.254e-05,4.75,0.64
-2.253e-05,4.71,0.64
-2.252e-05,4.71,0.72
-2.251e-05,4.71,0.64
-2.250e-05,4.75,0.72
-2.249e-05,4.71,0.64
-2.248e-05,4.75,0.64
-2.247e-05,4.71,0.72
-2.246e-05,4.67,0.64
-2.245e-05,4.75,0.64
-2.244e-05,4.75,0.72
-2.243e-05,4.75,0.72
-2.242e-05,4.71,0.72
-2.241e-05,4.71,0.72
-2.240e-05,4.71,0.64
-2.239e-05,4.75,0.64
-2.238e-05,4.71,0.72
-2.237e-05,4.71,0.64
-2.236e-05,4.71,0.72
-2.235e-05,4.71,0.64
-2.234e-05,4.71,0.64
-2.233e-05,4.71,0.72
-2.232e-05,4.71,0.72
-2.231e-05,4.75,0.72
-2.230e-05,4.75,0.64
-2.229e-05,4.71,0.72
-2.228e-05,4.71,0.72
-2.227e-05,4.71,0.72
-2.226e-05,4.67,0.64
-2.225e-05,4.75,0.72
-2.224e-05,4.71,0.64
-2.223e-05,4.79,0.64
-2.222e-05,4.71,0.72
-2.221e-05,4.71,0.64
-2.220e-05,4.75,0.72
-2.219e-05,4.71,0.72
-2.218e-05,4.71,0.64
-2.217e-05,4.75,0.64
-2.216e-05,4.71,0.72
-2.215e-05,4.71,0.64
-2.214e-05,4.71,0.72
-2.213e-05,4.75,0.72
-2.212e-05,4.71,0.64
-2.211e-05,4.71,0.72
-2.210e-05,4.71,0.56
-2.209e-05,4.79,0.64
-2.208e-05,4.75,0.56
-2.207e-05,4.75,0.64
-2.206e-05,4.71,0.72
-2.205e-05,4.75,0.72
-2.204e-05,4.75,0.64
-2.203e-05,4.71,0.72
-2.202e-05,4.71,0.56
-2.201e-05,4.71,0.72
-2.200e-05,4.71,0.72
-2.199e-05,4.71,0.72
-2.198e-05,4.75,0.72
-2.197e-05,4.71,0.72
-2.196e-05,4.75,0.64
-2.195e-05,4.75,0.64
-2.194e-05,4.71,0.64
-2.193e-05,4.71,0.72
-2.192e-05,4.71,0.64
-2.191e-05,4.71,0.64
-2.190e-05,4.75,0.72
-2.189e-05,4.71,0.64
-2.188e-05,4.75,0.64
-2.187e-05,4.71,0.72
-2.186e-05,4.75,0.64
-2.185e-05,4.75,0.64
-2.184e-05,4.75,0.64
-2.183e-05,4.71,0.64
-2.182e-05,4.75,0.64
-2.181e-05,4.75,0.56
-2.180e-05,4.71,0.64
-2.179e-05,4.67,0.64
-2.178e-05,4.75,0.64
-2.177e-05,4.71,0.72
-2.176e-05,4.67,0.72
-2.175e-05,4.71,0.72
-2.174e-05,4.71,0.64
-2.173e-05,4.71,0.72
-2.172e-05,4.67,0.64
-2.171e-05,4.71,0.64
-2.170e-05,4.71,0.64
-2.169e-05,4.71,0.64
-2.168e-05,4.71,0.64
-2.167e-05,4.75,0.64
-2.166e-05,4.71,0.72
-2.165e-05,4.83,0.8
-2.164e-05,4.71,0.64
-2.163e-05,4.67,0.64
-2.162e-05,4.75,0.72
-2.161e-05,4.75,0.64
-2.160e-05,4.71,0.64
-2.159e-05,4.67,0.64
-2.158e-05,4.75,0.64
-2.157e-05,4.71,0.64
-2.156e-05,4.67,0.72
-2.155e-05,4.75,0.72
-2.154e-05,4.71,0.72
-2.153e-05,4.71,0.8
-2.152e-05,4.71,0.72
-2.151e-05,4.75,0.64
-2.150e-05,4.71,0.64
-2.149e-05,4.71,0.64
-2.148e-05,4.71,0.64
-2.147e-05,4.67,0.72
-2.146e-05,4.71,0.72
-2.145e-05,4.71,0.72
-2.144e-05,4.75,0.64
-2.143e-05,4.71,0.64
-2.142e-05,4.71,0.64
-2.141e-05,4.71,0.64
-2.140e-05,4.75,0.64
-2.139e-05,4.71,0.64
-2.138e-05,4.71,0.72
-2.137e-05,4.71,0.72
-2.136e-05,4.71,0.64
-2.135e-05,4.71,0.64
-2.134e-05,4.75,0.64
-2.133e-05,4.71,0.64
-2.132e-05,4.71,0.8
-2.131e-05,4.71,0.72
-2.130e-05,4.71,0.64
-2.129e-05,4.71,0.72
-2.128e-05,4.71,0.64
-2.127e-05,4.75,0.64
-2.126e-05,4.71,0.64
-2.125e-05,4.71,0.72
-2.124e-05,4.71,0.64
-2.123e-05,4.67,0.72
-2.122e-05,4.75,0.64
-2.121e-05,4.71,0.72
-2.120e-05,4.71,0.64
-2.119e-05,4.71,0.64
-2.118e-05,4.67,0.64
-2.117e-05,4.71,0.64
-2.116e-05,4.71,0.64
-2.115e-05,4.67,0.72
-2.114e-05,4.67,0.64
-2.113e-05,4.75,0.72
-2.112e-05,4.71,0.72
-2.111e-05,4.71,0.64
-2.110e-05,4.75,0.64
-2.109e-05,4.71,0.72
-2.108e-05,4.71,0.64
-2.107e-05,4.71,0.64
-2.106e-05,4.71,0.72
-2.105e-05,4.71,0.64
-2.104e-05,4.71,0.72
-2.103e-05,4.71,0.64
-2.102e-05,4.71,0.72
-2.101e-05,4.71,0.64
-2.100e-05,4.71,0.64
-2.099e-05,4.75,0.64
-2.098e-05,4.71,0.64
-2.097e-05,4.75,0.64
-2.096e-05,4.71,0.72
-2.095e-05,4.71,0.72
-2.094e-05,4.67,0.72
-2.093e-05,4.67,0.64
-2.092e-05,4.71,0.64
-2.091e-05,4.71,0.72
-2.090e-05,4.67,0.72
-2.089e-05,4.71,0.72
-2.088e-05,4.71,0.64
-2.087e-05,4.71,0.64
-2.086e-05,4.67,0.64
-2.085e-05,4.67,0.64
-2.084e-05,4.71,0.64
-2.083e-05,4.75,0.64
-2.082e-05,4.71,0.8
-2.081e-05,4.71,0.64
-2.080e-05,4.71,0.64
-2.079e-05,4.71,0.72
-2.078e-05,4.71,0.64
-2.077e-05,4.75,0.64
-2.076e-05,4.75,0.72
-2.075e-05,4.71,0.64
-2.074e-05,4.71,0.64
-2.073e-05,4.71,0.64
-2.072e-05,4.71,0.72
-2.071e-05,4.71,0.72
-2.070e-05,4.71,0.72
-2.069e-05,4.71,0.64
-2.068e-05,4.71,0.64
-2.067e-05,4.75,2
-2.066e-05,4.75,3.36
-2.065e-05,4.71,4.08
-2.064e-05,4.67,3.84
-2.063e-05,4.71,4.08
-2.062e-05,4.71,4
-2.061e-05,4.71,3.76
-2.060e-05,4.75,3.52
-2.059e-05,4.67,3.6
-2.058e-05,4.67,3.6
-2.057e-05,4.67,3.44
-2.056e-05,4.67,3.6
-2.055e-05,4.75,3.6
-2.054e-05,4.71,3.6
-2.053e-05,4.71,3.76
-2.052e-05,4.67,3.6
-2.051e-05,4.75,3.6
-2.050e-05,4.71,3.68
-2.049e-05,4.67,3.6
-2.048e-05,4.67,3.6
-2.047e-05,4.67,3.6
-2.046e-05,4.71,3.52
-2.045e-05,4.67,3.68
-2.044e-05,4.63,3.6
-2.043e-05,4.63,3.68
-2.042e-05,4.75,3.68
-2.041e-05,4.71,3.52
-2.040e-05,4.67,3.6
-2.039e-05,4.63,3.6
-2.038e-05,4.71,3.6
-2.037e-05,4.75,3.6
-2.036e-05,4.71,3.6
-2.035e-05,4.63,3.68
-2.034e-05,4.63,3.68
-2.033e-05,4.63,3.6
-2.032e-05,4.71,3.68
-2.031e-05,4.71,3.6
-2.030e-05,4.71,3.52
-2.029e-05,4.71,3.6
-2.028e-05,4.75,3.6
-2.027e-05,4.75,3.68
-2.026e-05,4.67,3.6
-2.025e-05,4.67,3.6
-2.024e-05,4.71,3.6
-2.023e-05,4.71,3.68
-2.022e-05,4.71,3.68
-2.021e-05,4.71,3.6
-2.020e-05,4.63,3.68
-2.019e-05,4.71,3.6
-2.018e-05,4.71,3.6
-2.017e-05,4.71,3.68
-2.016e-05,4.67,3.52
-2.015e-05,4.63,3.6
-2.014e-05,4.71,3.52
-2.013e-05,4.71,3.68
-2.012e-05,4.75,3.6
-2.011e-05,4.71,3.6
-2.010e-05,4.63,3.68
-2.009e-05,4.71,3.68
-2.008e-05,4.71,3.68
-2.007e-05,4.71,3.6
-2.006e-05,4.67,3.6
-2.005e-05,4.63,3.6
-2.004e-05,4.71,3.52
-2.003e-05,4.87,3.44
-2.002e-05,5.31,2.96
-2.001e-05,4.83,3.2
-2.000e-05,4.39,3.36
-1.999e-05,4.51,3.44
-1.998e-05,4.63,3.84
-1.997e-05,4.67,3.76
-1.996e-05,5.47,3.28
-1.995e-05,4.79,3.52
-1.994e-05,4.11,3.6
-1.993e-05,4.39,3.76
-1.992e-05,4.99,3.68
-1.991e-05,5.15,3.52
-1.990e-05,4.71,3.76
-1.989e-05,4.47,3.68
-1.988e-05,4.47,3.52
-1.987e-05,4.67,3.6
-1.986e-05,4.99,3.6
-1.985e-05,4.91,3.68
-1.984e-05,4.63,3.68
-1.983e-05,4.31,3.52
-1.982e-05,4.39,3.6
-1.981e-05,4.75,3.76
-1.980e-05,4.83,3.76
-1.979e-05,4.71,3.76
-1.978e-05,4.67,3.6
-1.977e-05,4.79,3.6
-1.976e-05,4.75,3.52
-1.975e-05,4.63,3.6
-1.974e-05,4.71,3.68
-1.973e-05,4.91,3.68
-1.972e-05,4.95,3.68
-1.971e-05,4.75,3.52
-1.970e-05,4.39,3.68
-1.969e-05,4.47,3.6
-1.968e-05,4.79,3.76
-1.967e-05,4.95,3.68
-1.966e-05,4.83,3.6
-1.965e-05,4.47,3.68
-1.964e-05,4.43,3.6
-1.963e-05,4.71,3.76
-1.962e-05,5.03,3.68
-1.961e-05,4.91,3.6
-1.960e-05,4.63,3.6
-1.959e-05,4.63,3.52
-1.958e-05,4.75,3.6
-1.957e-05,4.83,3.52
-1.956e-05,4.75,3.76
-1.955e-05,4.67,3.68
-1.954e-05,4.63,3.6
-1.953e-05,4.71,3.6
-1.952e-05,4.67,3.68
-1.951e-05,4.63,3.76
-1.950e-05,4.59,3.68
-1.949e-05,4.71,3.76
-1.948e-05,4.83,3.68
-1.947e-05,4.75,3.68
-1.946e-05,4.63,3.6
-1.945e-05,4.63,3.6
-1.944e-05,4.75,3.6
-1.943e-05,4.87,3.6
-1.942e-05,4.91,3.6
-1.941e-05,4.63,3.52
-1.940e-05,4.51,3.6
-1.939e-05,4.63,3.68
-1.938e-05,4.79,3.6
-1.937e-05,4.75,3.68
-1.936e-05,4.71,3.6
-1.935e-05,4.55,3.68
-1.934e-05,4.63,3.6
-1.933e-05,4.71,3.68
-1.932e-05,4.75,3.68
-1.931e-05,4.71,3.68
-1.930e-05,4.71,3.6
-1.929e-05,4.71,3.6
-1.928e-05,4.71,3.6
-1.927e-05,4.71,3.6
-1.926e-05,4.71,3.52
-1.925e-05,4.71,3.68
-1.924e-05,4.71,3.6
-1.923e-05,4.63,3.68
-1.922e-05,4.63,3.6
-1.921e-05,4.63,3.68
-1.920e-05,4.67,3.6
-1.919e-05,4.71,3.68
-1.918e-05,4.79,3.6
-1.917e-05,4.71,3.68
-1.916e-05,4.63,3.6
-1.915e-05,4.63,3.6
-1.914e-05,4.75,3.52
-1.913e-05,4.75,3.6
-1.912e-05,4.75,3.6
-1.911e-05,4.67,3.6
-1.910e-05,4.59,3.52
-1.909e-05,4.67,3.6
-1.908e-05,4.71,3.52
-1.907e-05,4.71,3.68
-1.906e-05,4.67,3.52
-1.905e-05,4.63,3.6
-1.904e-05,4.63,3.6
-1.903e-05,4.67,3.6
-1.902e-05,4.67,3.6
-1.901e-05,4.67,3.68
-1.900e-05,4.71,3.52
-1.899e-05,4.71,3.6
-1.898e-05,4.67,3.52
-1.897e-05,4.63,3.68
-1.896e-05,4.71,3.52
-1.895e-05,4.71,3.52
-1.894e-05,4.75,3.6
-1.893e-05,4.67,3.6
-1.892e-05,4.63,3.6
-1.891e-05,4.63,3.6
-1.890e-05,4.71,3.6
-1.889e-05,4.71,3.52
-1.888e-05,4.71,3.52
-1.887e-05,4.67,3.68
-1.886e-05,4.71,3.6
-1.885e-05,4.71,3.6
-1.884e-05,4.71,3.6
-1.883e-05,4.71,3.52
-1.882e-05,4.71,3.6
-1.881e-05,4.71,3.6
-1.880e-05,4.67,3.52
-1.879e-05,4.67,3.52
-1.878e-05,4.71,3.52
-1.877e-05,4.67,3.6
-1.876e-05,4.71,3.6
-1.875e-05,4.71,3.6
-1.874e-05,4.63,3.6
-1.873e-05,4.67,3.68
-1.872e-05,4.67,3.52
-1.871e-05,4.71,3.52
-1.870e-05,4.67,3.52
-1.869e-05,4.67,3.6
-1.868e-05,4.67,3.52
-1.867e-05,4.67,3.6
-1.866e-05,4.71,3.52
-1.865e-05,4.71,3.6
-1.864e-05,4.71,3.52
-1.863e-05,4.67,3.52
-1.862e-05,4.67,3.6
-1.861e-05,4.67,3.6
-1.860e-05,4.67,3.6
-1.859e-05,4.71,3.68
-1.858e-05,4.71,3.6
-1.857e-05,4.63,3.6
-1.856e-05,4.67,3.6
-1.855e-05,4.67,3.52
-1.854e-05,4.75,3.52
-1.853e-05,4.67,3.52
-1.852e-05,4.67,3.68
-1.851e-05,4.63,3.6
-1.850e-05,4.71,3.68
-1.849e-05,4.67,3.6
-1.848e-05,4.67,3.52
-1.847e-05,4.71,3.6
-1.846e-05,4.63,3.68
-1.845e-05,4.67,3.44
-1.844e-05,4.71,3.52
-1.843e-05,4.67,3.68
-1.842e-05,4.63,3.6
-1.841e-05,4.67,3.52
-1.840e-05,4.67,3.52
-1.839e-05,4.67,3.6
-1.838e-05,4.71,3.6
-1.837e-05,4.67,3.52
-1.836e-05,4.71,3.6
-1.835e-05,4.71,3.6
-1.834e-05,4.71,3.44
-1.833e-05,4.67,3.6
-1.832e-05,4.67,3.44
-1.831e-05,4.67,3.6
-1.830e-05,4.63,3.6
-1.829e-05,4.67,3.6
-1.828e-05,4.67,3.52
-1.827e-05,4.67,3.6
-1.826e-05,4.71,3.6
-1.825e-05,4.71,3.6
-1.824e-05,4.71,3.6
-1.823e-05,4.67,3.6
-1.822e-05,4.63,3.6
-1.821e-05,4.67,3.68
-1.820e-05,4.67,3.52
-1.819e-05,4.67,3.6
-1.818e-05,4.71,3.6
-1.817e-05,4.71,3.6
-1.816e-05,4.71,3.52
-1.815e-05,4.71,3.6
-1.814e-05,4.63,3.6
-1.813e-05,4.67,3.6
-1.812e-05,4.67,3.6
-1.811e-05,4.75,3.6
-1.810e-05,4.71,3.6
-1.809e-05,4.71,3.68
-1.808e-05,4.67,3.6
-1.807e-05,4.71,3.6
-1.806e-05,4.71,3.68
-1.805e-05,4.71,3.6
-1.804e-05,4.67,3.6
-1.803e-05,4.67,3.52
-1.802e-05,4.67,3.6
-1.801e-05,4.67,3.6
-1.800e-05,4.63,3.52
-1.799e-05,4.63,3.6
-1.798e-05,4.63,3.44
-1.797e-05,4.71,3.68
-1.796e-05,4.71,3.6
-1.795e-05,4.71,3.52
-1.794e-05,4.71,3.6
-1.793e-05,4.71,3.68
-1.792e-05,4.67,3.52
-1.791e-05,4.71,3.6
-1.790e-05,4.71,3.6
-1.789e-05,4.71,3.6
-1.788e-05,4.71,3.6
-1.787e-05,4.71,3.6
-1.786e-05,4.75,3.6
-1.785e-05,4.71,3.52
-1.784e-05,4.71,3.6
-1.783e-05,4.71,3.6
-1.782e-05,4.71,3.6
-1.781e-05,4.71,3.6
-1.780e-05,4.67,3.6
-1.779e-05,4.71,3.52
-1.778e-05,4.71,3.52
-1.777e-05,4.71,3.6
-1.776e-05,4.71,3.68
-1.775e-05,4.71,3.6
-1.774e-05,4.71,3.6
-1.773e-05,4.67,3.6
-1.772e-05,4.67,3.6
-1.771e-05,4.71,3.6
-1.770e-05,4.67,3.6
-1.769e-05,4.71,3.6
-1.768e-05,4.71,3.6
-1.767e-05,4.71,3.6
-1.766e-05,4.75,3.6
-1.765e-05,4.75,3.6
-1.764e-05,4.67,3.6
-1.763e-05,4.71,3.6
-1.762e-05,4.67,3.6
-1.761e-05,4.71,3.6
-1.760e-05,4.71,3.6
-1.759e-05,4.67,3.6
-1.758e-05,4.71,3.6
-1.757e-05,4.71,3.68
-1.756e-05,4.71,3.6
-1.755e-05,4.71,3.68
-1.754e-05,4.67,3.68
-1.753e-05,4.71,3.6
-1.752e-05,4.71,3.52
-1.751e-05,4.71,3.6
-1.750e-05,4.71,3.6
-1.749e-05,4.71,3.6
-1.748e-05,4.71,3.6
-1.747e-05,4.71,3.6
-1.746e-05,4.75,3.6
-1.745e-05,4.71,3.6
-1.744e-05,4.75,3.6
-1.743e-05,4.71,3.6
